title,year,month,day,link,description,category
عفت تجارت‌چی,1378,1,19,https://fa.wikipedia.org/wiki/%D8%B9%D9%81%D8%AA_%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA%E2%80%8C%DA%86%DB%8C,,Death
ایرج بقایی کرمانی,1391,1,19,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86%DB%8C,,Death
محمد کرمی‌راد,1400,1,19,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%DA%A9%D8%B1%D9%85%DB%8C%E2%80%8C%D8%B1%D8%A7%D8%AF,,Death
امیرحسین ربیعی,1358,1,20,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D8%B1%D8%A8%DB%8C%D8%B9%DB%8C,,Death
سید مرتضی آوینی,1372,1,20,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D8%A2%D9%88%DB%8C%D9%86%DB%8C,,Death
حسین سرشار,1374,1,20,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D8%B1%D8%B4%D8%A7%D8%B1,,Death
واهان بیجانیان,1382,1,20,https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%87%D8%A7%D9%86_%D8%A8%DB%8C%D8%AC%D8%A7%D9%86%DB%8C%D8%A7%D9%86,,Death
سید جلال یحیی‌زاده فیروزآبادی,1392,1,20,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D9%84%D8%A7%D9%84_%DB%8C%D8%AD%DB%8C%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,,Death
ناصر گیتی‌جاه,1393,1,20,https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%DA%AF%DB%8C%D8%AA%DB%8C%E2%80%8C%D8%AC%D8%A7%D9%87,,Death
علی‌اکبر آقایی مغانجویی,1394,1,20,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A2%D9%82%D8%A7%DB%8C%DB%8C_%D9%85%D8%BA%D8%A7%D9%86%D8%AC%D9%88%DB%8C%DB%8C,,Death
ثریا حکمت,1395,1,20,https://fa.wikipedia.org/wiki/%D8%AB%D8%B1%DB%8C%D8%A7_%D8%AD%DA%A9%D9%85%D8%AA,,Death
علیرضا ذکاوتی,1404,1,20,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%B0%DA%A9%D8%A7%D9%88%D8%AA%DB%8C,,Death
رضا شمس‌آبادی,1344,1,21,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B4%D9%85%D8%B3%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,,Death
ناصر مقدم,1358,1,21,https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%85%D9%82%D8%AF%D9%85,,Death
علی صیاد شیرازی,1378,1,21,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B5%DB%8C%D8%A7%D8%AF_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,,Death
کیومرث ملک‌مطیعی,1389,1,21,https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D9%85%D9%84%DA%A9%E2%80%8C%D9%85%D8%B7%DB%8C%D8%B9%DB%8C,,Death
بزرگ لشگری,1397,1,21,https://fa.wikipedia.org/wiki/%D8%A8%D8%B2%D8%B1%DA%AF_%D9%84%D8%B4%DA%AF%D8%B1%DB%8C,,Death
غلامرضا نیک‌پی,1358,1,22,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%86%DB%8C%DA%A9%E2%80%8C%D9%BE%DB%8C,,Death
علی نشاط,1358,1,22,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%86%D8%B4%D8%A7%D8%B7,,Death
حسینعلی بیات,1358,1,22,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%D8%B9%D9%84%DB%8C_%D8%A8%DB%8C%D8%A7%D8%AA,,Death
علی حجت کاشانی,1358,1,22,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AD%D8%AC%D8%AA_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C,,Death
عباسعلی خلعتبری,1358,1,22,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D8%B9%D9%84%DB%8C_%D8%AE%D9%84%D8%B9%D8%AA%D8%A8%D8%B1%DB%8C,,Death
منصور روحانی,1358,1,22,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C,,Death
محمدتقی مجیدی,1358,1,22,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AC%DB%8C%D8%AF%DB%8C,,Death
حسن پاکروان,1358,1,22,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%BE%D8%A7%DA%A9%D8%B1%D9%88%D8%A7%D9%86,,Death
عباس کاتوزیان,1387,1,22,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%DA%A9%D8%A7%D8%AA%D9%88%D8%B2%DB%8C%D8%A7%D9%86,,Death
جهان,1389,1,22,https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86_(%D8%AE%D9%88%D8%A7%D9%86%D9%86%D8%AF%D9%87),,Death
شعبان بابااولادی,1390,1,22,https://fa.wikipedia.org/wiki/%D8%B4%D8%B9%D8%A8%D8%A7%D9%86_%D8%A8%D8%A7%D8%A8%D8%A7%D8%A7%D9%88%D9%84%D8%A7%D8%AF%DB%8C,,Death
محمد فیض سرابی,1401,1,22,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%81%DB%8C%D8%B6_%D8%B3%D8%B1%D8%A7%D8%A8%DB%8C,,Death
اکبر اعتماد,1404,1,22,https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF,,Death
رضا فاضلی,1388,1,24,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%81%D8%A7%D8%B6%D9%84%DB%8C,,Death
پوپک گلدره,1385,1,27,https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D9%BE%DA%A9_%DA%AF%D9%84%D8%AF%D8%B1%D9%87,,Death
پروین دولت‌آبادی,1387,1,27,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D8%AF%D9%88%D9%84%D8%AA%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,,Death
شجاع‌الدین شفا,1389,1,27,https://fa.wikipedia.org/wiki/%D8%B4%D8%AC%D8%A7%D8%B9%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B4%D9%81%D8%A7,,Death
داریوش صفوت,1392,1,27,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D8%B5%D9%81%D9%88%D8%AA,,Death
احمد اقتداری,1398,1,27,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A7%D9%82%D8%AA%D8%AF%D8%A7%D8%B1%DB%8C,,Death
محمد هژبر ابراهیمی,1402,1,27,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%87%DA%98%D8%A8%D8%B1_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%DB%8C,,Death
سید محمود حسینی واعظ,1404,1,27,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C_%D9%88%D8%A7%D8%B9%D8%B8,,Death
اکبر خیبر,1357,1,28,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%A7%DA%A9%D8%A8%D8%B1_%D8%AE%DB%8C%D8%A8%D8%B1,,Death
سعید حنایی,1381,1,28,https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%AD%D9%86%D8%A7%DB%8C%DB%8C,,Death
خسرو جهانبانی,1393,1,28,https://fa.wikipedia.org/wiki/%D8%AE%D8%B3%D8%B1%D9%88_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C,,Death
اصغر ایمانیان,1394,1,28,https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D8%BA%D8%B1_%D8%A7%DB%8C%D9%85%D8%A7%D9%86%DB%8C%D8%A7%D9%86,,Death
غلامحسین صدری‌افشار,1397,1,28,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B5%D8%AF%D8%B1%DB%8C%E2%80%8C%D8%A7%D9%81%D8%B4%D8%A7%D8%B1,,Death
سهراب مرزبان,1402,1,28,https://fa.wikipedia.org/w/index.php?title=%D8%B3%D9%87%D8%B1%D8%A7%D8%A8_%D9%85%D8%B1%D8%B2%D8%A8%D8%A7%D9%86&action=edit&redlink=1,,Death
بیژن جزنی,1354,1,29,https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%AC%D8%B2%D9%86%DB%8C,,Death
جلال مقدم,1375,1,29,https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D9%85%D9%82%D8%AF%D9%85,,Death
سید هادی میرمیران,1385,1,29,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%87%D8%A7%D8%AF%DB%8C_%D9%85%DB%8C%D8%B1%D9%85%DB%8C%D8%B1%D8%A7%D9%86,,Death
ایلوش خوشابه,1391,1,29,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%84%D9%88%D8%B4_%D8%AE%D9%88%D8%B4%D8%A7%D8%A8%D9%87,,Death
بهمن ورمزیار,1397,1,29,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AF%D8%A7%D9%85_%D8%A8%D9%87%D9%85%D9%86_%D9%88%D8%B1%D9%85%D8%B2%DB%8C%D8%A7%D8%B1,,Death
سید محمد حجازی,1400,1,29,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D8%AC%D8%A7%D8%B2%DB%8C,,Death
هوارد باسکرویل,1288,1,30,https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D8%B1%D8%AF_%D8%A8%D8%A7%D8%B3%DA%A9%D8%B1%D9%88%DB%8C%D9%84,,Death
غلامرضا رضوانی,1392,1,30,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%B1%D8%B6%D9%88%D8%A7%D9%86%DB%8C,,Death
پرویز داودی,1403,1,30,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%AF%D8%A7%D9%88%D8%AF%DB%8C,,Death
سید جعفر حمیدی,1404,1,30,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D8%B9%D9%81%D8%B1_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C,,Death
محمد میرزا کاشف السلطنه,1308,1,31,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%DA%A9%D8%A7%D8%B4%D9%81_%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87,,Death
محمدتقی شریعتی,1366,1,31,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C,,Death
حمیده خیرآبادی,1389,1,31,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D9%87_%D8%AE%DB%8C%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,,Death
حسین گنجینه,1390,1,31,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%DA%AF%D9%86%D8%AC%DB%8C%D9%86%D9%87,,Death
مهرداد اولادی,1395,1,31,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D8%A7%D9%88%D9%84%D8%A7%D8%AF%DB%8C,,Death
منیر شاهرودی فرمانفرمائیان,1398,1,31,https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%85%D8%A7%D8%A6%DB%8C%D8%A7%D9%86,,Death
خلیل عقاب,1402,1,31,https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D9%84_%D8%B9%D9%82%D8%A7%D8%A8,,Death
