year,month,day,title,links
1402,6,29,تصویب اجرای سه‌سالهٔ لایحه حجاب و عفاف در مجلس شورای اسلامی. این لایحه توسط قوه قضائیه تهیه و پس از تصویب در هیئت دولت مجلس رفت. کمیسیون حقوقی مجلس تصویب کرد و در نهایت در صحن علنی اجرای سه‌سالهٔ آن را به تصویب رساند.,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1402,7,1,آغاز بازی‌های آسیایی ۲۰۲۲ به میزبانی هانگژو چین که ابتدا قرار بود در سال ۲۰۲۲ برگزار شود اما به دلیل دنیاگیری کووید-۱۹ در سال ۲۰۲۳ برگزار شد.,"[{'text': 'بازی\u200cهای آسیایی ۲۰۲۲', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%DB%8C%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A2%D8%B3%DB%8C%D8%A7%DB%8C%DB%8C_%DB%B2%DB%B0%DB%B2%DB%B2'}, {'text': 'دنیاگیری کووید-۱۹', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%86%DB%8C%D8%A7%DA%AF%DB%8C%D8%B1%DB%8C_%DA%A9%D9%88%D9%88%DB%8C%D8%AF-%DB%B1%DB%B9'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'هانگژو', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%A7%D9%86%DA%AF%DA%98%D9%88'}, {'text': '۲۰۲۲', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2%DB%B0%DB%B2%DB%B2'}]"
1402,7,5,ماهواره نور ۳ در مدار ۴۵۰ کیلومتری زمین قرار گرفت,"[{'text': 'زمین', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%85%DB%8C%D9%86'}, {'text': 'ماهواره نور ۳', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%D9%88%D8%A7%D8%B1%D9%87_%D9%86%D9%88%D8%B1_%DB%B3'}]"
1402,7,5,ماهواره نور ۳ با ماهواره‌بر قاصد توسط نیروی هوافضای سپاه پاسداران در مدار زمین قرار گرفت.,"[{'text': 'زمین', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%85%DB%8C%D9%86'}, {'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'ماهواره نور ۳', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%D9%88%D8%A7%D8%B1%D9%87_%D9%86%D9%88%D8%B1_%DB%B3'}]"
1402,7,9,جنجال حادثه متروی تهران,[]
1402,7,10,جایزه مصطفی در اصفهان به پنج تن از دانشمندان منتخب از کشورهای اسلامی تعلق گرفت و به هر کدام ۵۰۰ هزار دلار جایزه داده شد.,"[{'text': 'جایزه مصطفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%DB%8C%D8%B2%D9%87_%D9%85%D8%B5%D8%B7%D9%81%DB%8C'}]"
1402,7,15,زمین‌لرزه بیشتر از ۶ ریشتر در هرات,[]
1402,7,15,عملیات طوفان الاقصی توسط حماس در پاسخ به سال ها ظلم و کشتار فلسطینیان توسط اسرائیل,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]"
1402,7,17,آغاز پاسخ نظامی اسرائیل به حمله شبه نظامیان فلسطینی,[]
1402,7,20,افتتاح آزادراه اصفهان-شیراز.,"[{'text': 'آزادراه اصفهان-شیراز', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%D8%B1%D8%A7%D9%87_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%E2%80%93%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2'}]"
1402,7,22,قتل داریوش مهرجویی و وحیده محمدی‌فر,"[{'text': 'داریوش مهرجویی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D9%85%D9%87%D8%B1%D8%AC%D9%88%DB%8C%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'قتل داریوش مهرجویی و وحیده محمدی\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%AA%D9%84_%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D9%85%D9%87%D8%B1%D8%AC%D9%88%DB%8C%DB%8C_%D9%88_%D9%88%D8%AD%DB%8C%D8%AF%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%81%D8%B1'}, {'text': 'وحیده محمدی\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%AD%DB%8C%D8%AF%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C%E2%80%8C%D9%81%D8%B1'}]"
1402,7,26,بمباران بیمارستان المعمدانی در غزه توسط اسرائیل و کشته شدن تعداد زیادی بیمار، کودک و زن بی گناه.,[]
1402,7,30,اعلام رسمی,[]
1402,8,2,شورای نگهبان با وارد دانستن ۹ ایراد به لایحه عفاف و حجاب، این مصوبه مجلس را رد کرد و آن را برای اصلاح به مجلس بازگرداند.,"[{'text': 'شورای نگهبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%86%DA%AF%D9%87%D8%A8%D8%A7%D9%86'}, {'text': 'لایحه عفاف و حجاب', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%A7%DB%8C%D8%AD%D9%87_%D8%B9%D9%81%D8%A7%D9%81_%D9%88_%D8%AD%D8%AC%D8%A7%D8%A8'}]"
1402,8,6,کشته‌شدن آرمیتا گراوند.,"[{'text': 'آرمیتا گراوند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D9%85%DB%8C%D8%AA%D8%A7_%DA%AF%D8%B1%D8%A7%D9%88%D9%86%D8%AF'}]"
1402,8,12,آتش‌سوزی کمپ ترک اعتیاد لنگرود,"[{'text': 'آتش\u200cسوزی کمپ ترک اعتیاد لنگرود', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%DA%A9%D9%85%D9%BE_%D8%AA%D8%B1%DA%A9_%D8%A7%D8%B9%D8%AA%DB%8C%D8%A7%D8%AF_%D9%84%D9%86%DA%AF%D8%B1%D9%88%D8%AF'}]"
1402,8,12,مجلس نمایندگان آمریکا در طرحی به نام توقف بارگیری نفت ایران (SHIP) همه بندرها و پالایشگاه‌هایی که اقدام به بارگیری و فرآوری نفت ایران کنند را مشمول تحریم‌های آمریکا قرار داد. این طرح برای تبدیل شدن به قانون نیاز به تصویب سنا و امضای رئیس‌جمهور دارد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1402,8,25,رقابت ۲۵ آبان تیم ملی فوتبال ایران با تیم ملی فوتبال هنگ کنگ در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۶ (آسیا) و مرحله مقدماتی جام ملت‌های آسیا ۲۰۲۷.,"[{'text': 'آبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%D8%A7%D9%86'}, {'text': '۵ آبان', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D8%A2%D8%A8%D8%A7%D9%86'}]"
1402,8,30,رقابت ۳۰ آبان تیم ملی فوتبال ایران با تیم ملی فوتبال ازبکستان در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۶ (آسیا) و مرحله مقدماتی جام ملت‌های آسیا ۲۰۲۷,"[{'text': 'آبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%D8%A7%D9%86'}]"
1402,9,11,سازمان بازرسی کل کشور فساد مالی چای دبش را به شکل رسمی تایید و اعلام کرد,"[{'text': 'فساد مالی چای دبش', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B3%D8%A7%D8%AF_%D9%85%D8%A7%D9%84%DB%8C_%DA%86%D8%A7%DB%8C_%D8%AF%D8%A8%D8%B4'}]"
1402,9,11,خبر کشف بی‌سابقه‌ترین فساد اقتصادی در تاریخ ایران تحت عنوان فساد مالی چای دبش توسط سازمان بازرسی کل کشور اعلام شد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'فساد مالی چای دبش', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B3%D8%A7%D8%AF_%D9%85%D8%A7%D9%84%DB%8C_%DA%86%D8%A7%DB%8C_%D8%AF%D8%A8%D8%B4'}]"
1402,9,19,آتش‌سوزی پالایشگاه هیدروکربن بیرجند,"[{'text': 'آتش\u200cسوزی پالایشگاه هیدروکربن بیرجند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D9%BE%D8%A7%D9%84%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D9%87%DB%8C%D8%AF%D8%B1%D9%88%DA%A9%D8%B1%D8%A8%D9%86_%D8%A8%DB%8C%D8%B1%D8%AC%D9%86%D8%AF'}]"
1402,9,23,آتش‌سوزی هتل ایران,"[{'text': 'آتش\u200cسوزی هتل ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D9%87%D8%AA%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]"
1402,9,24,حمله به مقر فرماندهی انتظامی راسک,"[{'text': 'حمله به مقر فرماندهی انتظامی راسک', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D9%85%D9%82%D8%B1_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D8%AF%D9%87%DB%8C_%D8%A7%D9%86%D8%AA%D8%B8%D8%A7%D9%85%DB%8C_%D8%B1%D8%A7%D8%B3%DA%A9'}]"
1402,9,27,حمله سایبری آذر,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}]"
1402,10,10,اسنپ‌فود با انتشار بیانیه‌ای هک شدن خود را تایید کرد.,"[{'text': 'اسنپ', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%86%D9%BE'}]"
1402,10,13,انفجارهای کرمان,"[{'text': 'انفجارهای کرمان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1%D9%87%D8%A7%DB%8C_%DA%A9%D8%B1%D9%85%D8%A7%D9%86'}]"
1402,10,13,انفجار دو بمب در جریان مراسم چهارمین سالگرد کشته‌شدن قاسم سلیمانی در کرمان باعث مرگ دستکم ۹۳ نفر و زخمی شدن ۲۸۰ تن شد. مسئولیت این عملیات را داعش خراسان به عهده گرفت. مقامات و خانواده قاسم سلیمانی در مراسم حضور نداشتند. به‌گفته مقامات ۱۶ بمب قبل از مراسم کشف شده بود و با وجود اطلاع مسئولان مراسم لغو نشد.,"[{'text': 'داعش خراسان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'قاسم سلیمانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D8%B3%D9%85_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C'}]"
1402,10,15,حادثه دی کوهنوردان سبلان.,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سبلان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A8%D9%84%D8%A7%D9%86'}]"
1402,10,20,گلریز قهرمان به دلیل اتهام سرقت از فروشگاه‌های گران‌قیمت از حزب سبز پارلمان نیوزیلند استعفا داد,"[{'text': 'گلریز قهرمان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D8%B1%DB%8C%D8%B2_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86'}]"
1402,10,22,آغاز جام ملت‌های آسیا ۲۰۲۳ به میزبانی قطر.,"[{'text': 'جام ملت\u200cهای آسیا ۲۰۲۳', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%85%D9%84%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A2%D8%B3%DB%8C%D8%A7_%DB%B2%DB%B0%DB%B2%DB%B3'}]"
1402,10,24,آزادی الهه محمدی و نیلوفر حامدی با قرار وثیقه,"[{'text': 'الهه محمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]"
1402,10,24,رقابت ۲۴ دی تیم ملی فوتبال ایران با تیم ملی فوتبال فلسطین در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۴ دی', 'url': 'https://fa.wikipedia.org/wiki/%DB%B4_%D8%AF%DB%8C'}]"
1402,10,25,حملات موشکی ۲۰۲۴ ایران در عراق و سوریه,"[{'text': 'حملات موشکی ۲۰۲۴ ایران در عراق و سوریه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D9%85%D9%88%D8%B4%DA%A9%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%B9%D8%B1%D8%A7%D9%82_%D9%88_%D8%B3%D9%88%D8%B1%DB%8C%D9%87'}]"
1402,10,26,حمله ایران به پاکستان,"[{'text': 'حمله ایران به پاکستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D9%85%D9%88%D8%B4%DA%A9%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%A8%D9%87_%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86'}]"
1402,10,26,حملات موشکی سپاه پاسداران به سوریه و اربیل عراق و کشته‌شدن ژینا پیشرو دزه‌ای، نوزاد یک ساله، به همراه خانواده‌اش.,"[{'text': 'اربیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%A8%DB%8C%D9%84'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'سوریه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%88%D8%B1%DB%8C%D9%87'}]"
1402,10,26,درگیری ایران و پاکستان در سال ۲۰۲۴ و کشته شدن ۱۲ شهروند ایرانی فاقد شناسنامه.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'درگیری ایران و پاکستان در سال ۲۰۲۴', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C_%DB%B1%DB%B4%DB%B0%DB%B2_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]"
1402,10,28,عملیات مرگ بر سرمچار,"[{'text': 'عملیات مرگ بر سرمچار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%85%D8%B1%DA%AF_%D8%A8%D8%B1_%D8%B3%D8%B1%D9%85%DA%86%D8%A7%D8%B1'}]"
1402,10,29,رقابت ۲۹ دی تیم ملی فوتبال ایران با تیم ملی فوتبال هنگ کنگ در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۹ دی', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D8%AF%DB%8C'}]"
1402,11,3,رقابت ۳ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال امارات در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}]"
1402,11,5,آتش‌سوزی بیمارستان گاندی,"[{'text': 'آتش\u200cسوزی بیمارستان گاندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%DA%AF%D8%A7%D9%86%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]"
1402,11,5,آتش‌سوزی بیمارستان گاندی.,"[{'text': 'آتش\u200cسوزی بیمارستان گاندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%A8%DB%8C%D9%85%D8%A7%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%DA%AF%D8%A7%D9%86%D8%AF%DB%8C'}]"
1402,11,11,شبکه تلویزیونی من‌وتو با انتشار پستی در صفحه اینستاگرام خود از پایان پخش ماهواره‌ای این شبکه به دلیل وجود مشکل‌هایی در تأمین بودجه خبر داد,[]
1402,11,11,رقابت ۱۱ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': '۱ بهمن', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%A8%D9%87%D9%85%D9%86'}]"
1402,11,12,پایان فعالیت پخش ماهواره‌ای شبکه تلویزیونی منوتو,"[{'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'منوتو', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%84%D9%88%DB%8C%D8%B2%DB%8C%D9%88%D9%86_%D9%85%D9%86%E2%80%8C%D9%88%D8%AA%D9%88'}]"
1402,11,14,رقابت ۱۴ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال ژاپن در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': '۴ بهمن', 'url': 'https://fa.wikipedia.org/wiki/%DB%B4_%D8%A8%D9%87%D9%85%D9%86'}]"
1402,11,18,رقابت ۱۸ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال قطر در جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': '۸ بهمن', 'url': 'https://fa.wikipedia.org/wiki/%DB%B8_%D8%A8%D9%87%D9%85%D9%86'}]"
1402,11,18,شکست تیم ملی فوتبال ایران از قطر در مرحله نیمه‌نهایی جام ملت‌های آسیا ۲۰۲۳.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تیم ملی فوتبال ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85_%D9%85%D9%84%DB%8C_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جام ملت\u200cهای آسیا ۲۰۲۳', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85_%D9%85%D9%84%D8%AA%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A2%D8%B3%DB%8C%D8%A7_%DB%B2%DB%B0%DB%B2%DB%B3'}]"
1402,11,19,مسدود شدن حساب‌های کاربری سید علی خامنه‌ای در اینستاگرام و فیس‌بوک توسط متا پلتفرمز,"[{'text': 'سید علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}]"
1402,11,20,کلاهبرداری کوروش کمپانی با رقمی حدود ۲ هزار میلیارد تومان رسماً تأیید شد.,"[{'text': 'کلاهبرداری کوروش کمپانی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D8%A7%D9%87%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C_%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%DA%A9%D9%85%D9%BE%D8%A7%D9%86%DB%8C'}]"
1402,11,28,نصب یک بنر رسمی جهت گزارش شکایت‌های مردم علیه کوروش کمپانی به پلیس پیشگیری فراجا,[]
1402,12,1,افشای اسناد قوه قضائیه جمهوری اسلامی ایران پس از حمله سایبری گروه عدالت علی.,[]
1402,12,11,برگزاری انتخابات دوازدهمین دوره مجلس شورای اسلامی,[]
1402,12,11,برگزاری انتخابات ششمین دوره مجلس خبرگان رهبری,[]
1402,12,16,واقعه درمانگاه قرآن و عترت قم,"[{'text': 'واقعه درمانگاه قرآن و عترت قم', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%82%D8%B9%D9%87_%D8%AF%D8%B1%D9%85%D8%A7%D9%86%DA%AF%D8%A7%D9%87_%D9%82%D8%B1%D8%A2%D9%86_%D9%88_%D8%B9%D8%AA%D8%B1%D8%AA_%D9%82%D9%85'}]"
1402,12,20,برگزاری انتخابات دوازدهمین دوره مجلس شورای اسلامی و ششمین دوره مجلس خبرگان رهبری,"[{'text': 'مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1402,12,23,استعفای محمد مصدق کهنموئی از جایگاه معاون اول رئیس قوه قضائیه جمهوری اسلامی ایران,"[{'text': 'محمد مصدق کهنموئی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B5%D8%AF%D9%82_%DA%A9%D9%87%D9%86%D9%85%D9%88%D8%A6%DB%8C'}]"
1403,1,3,لو رفتن پاداش‌های ۴۰ تا ۵۰ میلیاردی بابت حضور سلبریتی‌ها در صدا و سیما,[]
1403,1,3,حمله به تالار کروکوس سیتی در مسکو پایتخت روسیه دستکم ۱۴۳ نفر کشته و ۱۵۰ تن زخمی. گروه تروریستی داعش مسئولیت این حمله را برعهده گرفت.,"[{'text': 'حمله به تالار کروکوس سیتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D8%AA%D8%A7%D9%84%D8%A7%D8%B1_%DA%A9%D8%B1%D9%88%DA%A9%D9%88%D8%B3_%D8%B3%DB%8C%D8%AA%DB%8C'}, {'text': 'داعش', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4'}, {'text': 'روسیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B3%DB%8C%D9%87'}, {'text': 'مسکو', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%DA%A9%D9%88'}]"
1403,1,13,حمله هوایی به کنسولگری ایران در دمشق,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حمله هوایی به کنسولگری ایران در دمشق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%DA%A9%D9%86%D8%B3%D9%88%D9%84%DA%AF%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AF%D9%85%D8%B4%D9%82'}]"
1403,1,13,حمله به کنسولگری ایران در دمشق توسط اسرائیل و کشته شدن چند تن از نیروهای سپاه پاسداران در حمله هوایی اسرائیل.,"[{'text': 'اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حمله به کنسولگری ایران در دمشق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%DA%A9%D9%86%D8%B3%D9%88%D9%84%DA%AF%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AF%D9%85%D8%B4%D9%82'}, {'text': 'سپاه پاسداران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]"
1403,1,16,حمله به مقرهای نظامی چابهار، راسک و سرباز,"[{'text': 'حمله به مقرهای نظامی چابهار، راسک و سرباز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D9%85%D9%82%D8%B1%D9%87%D8%A7%DB%8C_%D9%86%D8%B8%D8%A7%D9%85%DB%8C_%DA%86%D8%A7%D8%A8%D9%87%D8%A7%D8%B1%D8%8C_%D8%B1%D8%A7%D8%B3%DA%A9_%D9%88_%D8%B3%D8%B1%D8%A8%D8%A7%D8%B2'}]"
