date_jalali,date_gregorian,title,title_english,category,persian_wiki_links,english_wiki_links,details,era_persian,era_english
1360-04-15,1981-07-06,علی انصاری,Ali Ansari,death,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%DB%8C,<No English page found>,دومین استاندار گیلان پس از انقلاب ۱۳۵۷,جمهوری اسلامی,Islamic Republic
1360-04-17,1981-07-08,آغاز ریاست‌جمهوری سید علی خامنه‌ای.,Ali Khamenei,event,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C,https://en.wikipedia.org/wiki/Ali_Khamenei,,جمهوری اسلامی,Islamic Republic
1360-04-20,1981-07-11,ترور عبدالحسین دستغیب توسط مجاهدین خلق.,<No English name found>,event,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B2%D9%85%D8%A7%D9%86_%D9%85%D8%AC%D8%A7%D9%87%D8%AF%DB%8C%D9%86_%D8%AE%D9%84%D9%82_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/People%27s_Mojahedin_Organization_of_Iran,,جمهوری اسلامی,Islamic Republic
1360-05-02,1981-07-24,برگزاری دومین انتخابات ریاست جمهوری و انتخاب محمدعلی رجایی,Mohammad-Ali Rajai,event,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B1%D8%AC%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Mohammad-Ali_Rajai,,جمهوری اسلامی,Islamic Republic
1360-05-03,1981-07-25,عملیات کوچک مصطفی چمران در منطقه جاده ماهشهر توسط سپاه,Mostafa Chamran,event,https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%DA%86%D9%85%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Mostafa_Chamran,,جمهوری اسلامی,Islamic Republic
1360-05-06,1981-07-28,خروج ابوالحسن بنی‌صدر و مسعود رجوی از ایران از طریق هواپیمای بوئینگ ۷۰۷ از فرودگاه بین‌المللی مهرآباد,Abolhassan Banisadr,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A8%D9%86%DB%8C%E2%80%8C%D8%B5%D8%AF%D8%B1,https://en.wikipedia.org/wiki/Abolhassan_Banisadr,,جمهوری اسلامی,Islamic Republic
1360-05-07,1981-07-29,خروج ابوالحسن بنی صدر رئیس‌جمهور ایران و مسعود رجوی سردسته مجاهدین خلق به فرانسه.,Abolhassan Banisadr,event,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%B3%D9%86_%D8%A8%D9%86%DB%8C%E2%80%8C%D8%B5%D8%AF%D8%B1,https://en.wikipedia.org/wiki/Abolhassan_Banisadr,,جمهوری اسلامی,Islamic Republic
1360-05-11,1981-08-02,اهدای حکم تنفیذ به محمدعلی رجایی توسط سید روح‌الله خمینی و آغاز ریاست‌جمهوری محمدعلی رجایی,Sayed Ali Raja'i Khomeini and President Mohammad Ali Rajaee,event,https://fa.wikipedia.org/wiki/%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%E2%80%8C%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B1%D8%AC%D8%A7%DB%8C%DB%8C,<No English page found>,,جمهوری اسلامی,Islamic Republic
1360-05-14,1981-08-05,ترور سید حسن آیت نماینده مجلس شورای اسلامی و عضو شورای مرکزی حزب جمهوری اسلامی.,Islamic Republican Party,event,https://fa.wikipedia.org/wiki/%D8%AD%D8%B2%D8%A8_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_Republican_Party,,جمهوری اسلامی,Islamic Republic
1360-05-14,1981-08-05,حسن آیت,Hassan Ayat,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A2%DB%8C%D8%AA,https://en.wikipedia.org/wiki/Hassan_Ayat,عضو شورای مرکزی حزب جمهوری اسلامی,جمهوری اسلامی,Islamic Republic
1360-05-22,1981-08-13,موشق سروری,Mushegh Sarvarian,death,https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B4%D9%82_%D8%B3%D8%B1%D9%88%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Mushegh_Sarvarian,کارگردان، طراح صحنه، تهیه‌کننده و نویسنده ایرانی ارمنی‌تبار,جمهوری اسلامی,Islamic Republic
1360-05-27,1981-08-18,بهاءالدین محلاتی,Baha'uddin Mahallati,death,https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%AD%D9%84%D8%A7%D8%AA%DB%8C,<No English page found>,عالم دینی و فقیه اصولی,جمهوری اسلامی,Islamic Republic
1360-06-08,1981-08-30,محمد جواد باهنر,Mohammad-Javad Bahonar,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%A8%D8%A7%D9%87%D9%86%D8%B1,https://en.wikipedia.org/wiki/Mohammad-Javad_Bahonar,نخست‌وزیر ایران,جمهوری اسلامی,Islamic Republic
1360-06-08,1981-08-30,محمد علی رجایی,Mohammad-Ali Rajai,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B1%D8%AC%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Mohammad-Ali_Rajai,رئیس‌جمهور ایران,جمهوری اسلامی,Islamic Republic
1360-06-11,1981-09-02,انتخاب محمدرضا مهدوی کنی به نخست‌وزیری پس از قتل رجایی و باهنر,Mohammad-Reza Mahdavi Kani,event,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D9%85%D9%87%D8%AF%D9%88%DB%8C_%DA%A9%D9%86%DB%8C,https://en.wikipedia.org/wiki/Mohammad-Reza_Mahdavi_Kani,,جمهوری اسلامی,Islamic Republic
1360-06-11,1981-09-02,آغاز عملیات کوچک نصر در منطقه غرب تپه اللَّه اکبر، به‌طور مشترک,"The beginning of the small operation of Nasr in the western area of ​​Allah Akbar, jointly",event,,,,جمهوری اسلامی,Islamic Republic
1360-06-16,1981-09-07,کنسولگری جمهوری اسلامی ایران در لندن مورد حمله قرار گرفت و ۵۴ نفر توسط پلیس لندن بازداشت شدند.,The Islamic Republic of Iran's consulate was attacked in London and four people were arrested by London police.,event,,,,جمهوری اسلامی,Islamic Republic
1360-06-21,1981-09-12,شهاب‌الدین اشراقی,Shahabuddin Eshraqi,death,https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%A7%D8%A8%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%B4%D8%B1%D8%A7%D9%82%DB%8C,<No English page found>,داماد سید روح‌الله خمینی,جمهوری اسلامی,Islamic Republic
1360-07-07,1981-09-29,جواد فکوری,Javad Fakoori,death,https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D9%81%DA%A9%D9%88%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Javad_Fakoori,خلبان,جمهوری اسلامی,Islamic Republic
1360-07-07,1981-09-29,ولی‌الله فلاحی,Valiollah Fallahi,death,https://fa.wikipedia.org/wiki/%D9%88%D9%84%DB%8C%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%81%D9%84%D8%A7%D8%AD%DB%8C,https://en.wikipedia.org/wiki/Valiollah_Fallahi,سرتیپ نیروی زمینی جمهوری اسلامی ایران,جمهوری اسلامی,Islamic Republic
1360-07-07,1981-09-29,موسی نامجو,Mousa Namjoo,death,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%88%D8%B3%DB%8C_%D9%86%D8%A7%D9%85%D8%AC%D9%88,https://en.wikipedia.org/wiki/Mousa_Namjoo,وزیر دفاع ایران,جمهوری اسلامی,Islamic Republic
1360-07-07,1981-09-29,یوسف کلاهدوز,Yousef Kolahdouz,death,https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%DA%A9%D9%84%D8%A7%D9%87%D8%AF%D9%88%D8%B2,https://en.wikipedia.org/wiki/Yousef_Kolahdouz,قائم‌مقام سپاه پاسداران انقلاب اسلامی,جمهوری اسلامی,Islamic Republic
1360-07-07,1981-09-29,محمد جهان‌آرا,Mohammad Jahanara,death,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AC%D9%87%D8%A7%D9%86%E2%80%8C%D8%A2%D8%B1%D8%A7,<No English page found>,فرماندهٔ سپاه پاسداران انقلاب اسلامی خرمشهر,جمهوری اسلامی,Islamic Republic
1360-07-10,1981-10-02,برگزاری انتخابات ریاست‌جمهوری ایران (مهر),Iran Presidential Election (Mehr),event,,,,جمهوری اسلامی,Islamic Republic
1360-07-17,1981-10-09,آغاز ریاست‌جمهوری علی خامنه ای,Ali Khamenei,event,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C,https://en.wikipedia.org/wiki/Ali_Khamenei,,جمهوری اسلامی,Islamic Republic
1360-08-07,1981-10-29,حسن لاهوتی اشکوری,Hassan Lahouti Eshkouri,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%84%D8%A7%D9%87%D9%88%D8%AA%DB%8C_%D8%A7%D8%B4%DA%A9%D9%88%D8%B1%DB%8C,<No English page found>,نماینده مردم رشت در دوره نخست مجلس شورای اسلامی,جمهوری اسلامی,Islamic Republic
1360-08-18,1981-11-09,آغاز واقعه آمل,The beginning of the Amol event,event,,,,جمهوری اسلامی,Islamic Republic
1360-08-24,1981-11-15,علامه طباطبایی,<No English name found>,death,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Muhammad_Husayn_Tabataba%27i,فقیه، فیلسوف و مفسر قرآن,جمهوری اسلامی,Islamic Republic
1360-08-26,1981-11-17,عملیات سوسنگرد,Liberation of Susangerd,event,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D8%B3%D9%88%D8%B3%D9%86%DA%AF%D8%B1%D8%AF,https://en.wikipedia.org/wiki/Liberation_of_Susangerd,,جمهوری اسلامی,Islamic Republic
1360-09-04,1981-11-25,اسماعیل شاهرودی,Ismail Shahroudi,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C,<No English page found>,شاعر,جمهوری اسلامی,Islamic Republic
1360-09-08,1981-11-29,آغاز عملیات طریق‌القدس,Operation Tariq al-Quds,event,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D8%B7%D8%B1%DB%8C%D9%82%E2%80%8C%D8%A7%D9%84%D9%82%D8%AF%D8%B3,https://en.wikipedia.org/wiki/Operation_Tariq_al-Quds,,جمهوری اسلامی,Islamic Republic
1360-09-13,1981-12-04,جلال‌الدین تاج اصفهانی,Jalaluddin Taj Isfahani,death,https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AA%D8%A7%D8%AC,<No English page found>,استاد آواز,جمهوری اسلامی,Islamic Republic
1360-09-15,1981-12-06,پایان عملیات طریق القدس,Operation Tariq al-Quds,event,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D8%B7%D8%B1%DB%8C%D9%82%E2%80%8C%D8%A7%D9%84%D9%82%D8%AF%D8%B3,https://en.wikipedia.org/wiki/Operation_Tariq_al-Quds,,جمهوری اسلامی,Islamic Republic
1360-09-25,1981-12-16,نصرالله زرین‌پنجه,Nasrallah Zarrinnjeh,death,https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%B2%D8%B1%DB%8C%D9%86%E2%80%8C%D9%BE%D9%86%D8%AC%D9%87,<No English page found>,آهنگساز,جمهوری اسلامی,Islamic Republic
1360-10-01,1981-12-22,مجتبی استکی,Mojtaba Estek,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%D8%A7%D8%B3%D8%AA%DA%A9%DB%8C,<No English page found>,,جمهوری اسلامی,Islamic Republic
1360-10-12,1982-01-02,آغاز عملیات محمد رسول‌الله,Operation of Muhammad Rasoolullah,event,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%85%D8%AD%D9%85%D8%AF_%D8%B1%D8%B3%D9%88%D9%84%E2%80%8C%D8%A7%D9%84%D9%84%D9%87,<No English page found>,,جمهوری اسلامی,Islamic Republic
1360-10-26,1982-01-16,علی دشتی,Ali Dashti,death,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AF%D8%B4%D8%AA%DB%8C,https://en.wikipedia.org/wiki/Ali_Dashti,نویسنده و دیپلمات,جمهوری اسلامی,Islamic Republic
1360-11-06,1982-01-26,پایان واقعه ۶ بهمن آمل,1982 Amol uprising,event,https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%82%D8%B9%D9%87_%DB%B1%DB%B3%DB%B6%DB%B0_%D8%A2%D9%85%D9%84,https://en.wikipedia.org/wiki/1982_Amol_uprising,,جمهوری اسلامی,Islamic Republic
1360-11-19,1982-02-08,اشرف ربیعی,Ashraf Rabiei,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%B4%D8%B1%D9%81_%D8%B1%D8%A8%DB%8C%D8%B9%DB%8C,https://en.wikipedia.org/wiki/Ashraf_Rabiei,از اعضای سازمان مجاهدین خلق ایران و نخستین همسر مسعود رجوی,جمهوری اسلامی,Islamic Republic
1360-11-19,1982-02-08,موسی خیابانی,Mousa Khiabani,death,https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%DB%8C_%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Mousa_Khiabani,از رهبران سازمان مجاهدین خلق ایران,جمهوری اسلامی,Islamic Republic
1360-11-19,1982-02-08,آذر رضایی,Azar Rezai,death,https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C,<No English page found>,از اعضای سازمان مجاهدین خلق ایران,جمهوری اسلامی,Islamic Republic
1361-01-06,1982-03-26,اسماعیل ادیب خوانساری,Adib Khansari,death,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%A7%D8%AF%DB%8C%D8%A8_%D8%AE%D9%88%D8%A7%D9%86%D8%B3%D8%A7%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Adib_Khansari,خواننده,جمهوری اسلامی,Islamic Republic
1361-02-10,1982-04-30,محسن وزوایی,Mohsen Vezvaei,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%88%D8%B2%D9%88%D8%A7%DB%8C%DB%8C,https://en.wikipedia.org/wiki/Mohsen_Vezvaei,فرمانده لشکر ۱۰ سیدالشهدا,جمهوری اسلامی,Islamic Republic
1361-03-02,1982-05-23,محمود شهبازی,Mahmoud Shahbazi,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B4%D9%87%D8%A8%D8%A7%D8%B2%DB%8C,<No English page found>,از اعضای سپاه پاسداران انقلاب اسلامی,جمهوری اسلامی,Islamic Republic
1361-03-03,1982-05-24,آزادسازی خرمشهر,Battle of Khorramshahr (1982),event,https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%D8%B3%D8%A7%D8%B2%DB%8C_%D8%AE%D8%B1%D9%85%D8%B4%D9%87%D8%B1,https://en.wikipedia.org/wiki/Battle_of_Khorramshahr_(1982),,جمهوری اسلامی,Islamic Republic
1361-03-03,1982-05-24,بازپس‌گیری خرمشهر (جنگ ایران و عراق).,<No English name found>,event,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B9%D8%B1%D8%A7%D9%82,https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,,جمهوری اسلامی,Islamic Republic
1361-03-03,1982-05-24,محمدامین ادیب طوسی,Mohammad Adib Tusi,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%85%DB%8C%D9%86_%D8%A7%D8%AF%DB%8C%D8%A8_%D8%B7%D9%88%D8%B3%DB%8C,<No English page found>,ادیب و پژوهشگر,جمهوری اسلامی,Islamic Republic
1361-03-11,1982-06-01,سید حسین میرخانی,Seyyed Hossein Mirkhani,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D8%AE%D8%A7%D9%86%DB%8C,<No English page found>,خوشنویس و نستعلیق‌نویس,جمهوری اسلامی,Islamic Republic
1361-03-23,1982-06-13,حسین جنتی,Hossein Jannati,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%AC%D9%86%D8%AA%DB%8C,<No English page found>,فرزند احمد جنتی و از اعضای سازمان مجاهدین خلق ایران,جمهوری اسلامی,Islamic Republic
1361-03-27,1982-06-17,تأسیس دانشگاه آزاد اسلامی,Islamic Azad University,event,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%A2%D8%B2%D8%A7%D8%AF_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_Azad_University,,جمهوری اسلامی,Islamic Republic
1361-04-11,1982-07-02,محمد صدوقی,Mohammad Sadoughi,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B5%D8%AF%D9%88%D9%82%DB%8C,https://en.wikipedia.org/wiki/Mohammad_Sadoughi,مجتهد,جمهوری اسلامی,Islamic Republic
1361-04-14,1982-07-05,ربوده شدن چهار ایرانی در لبنان,1982 kidnapping of Iranian diplomats,event,https://fa.wikipedia.org/wiki/%D8%B1%D8%A8%D9%88%D8%AF%D9%87_%D8%B4%D8%AF%D9%86_%DA%86%D9%87%D8%A7%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C_%D8%AF%D8%B1_%D9%84%D8%A8%D9%86%D8%A7%D9%86,https://en.wikipedia.org/wiki/1982_kidnapping_of_Iranian_diplomats,,جمهوری اسلامی,Islamic Republic
1361-04-20,1982-07-11,قهرمانی ایتالیا در جام جهانی ۱۹۸۲,Italian Championship in the World Cup,event,,,,جمهوری اسلامی,Islamic Republic
1361-04-23,1982-07-14,آغاز عملیات رمضان برای دستیابی و تصرف بصره.,Operation Ramadan,event,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D8%B1%D9%85%D8%B6%D8%A7%D9%86,https://en.wikipedia.org/wiki/Operation_Ramadan,,جمهوری اسلامی,Islamic Republic
1361-04-30,1982-07-21,عباس دوران,Abbas Doran,death,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%AF%D9%88%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Abbas_Doran,نظامی و خلبان,جمهوری اسلامی,Islamic Republic
1361-05-03,1982-07-25,حمید عنایت,Hamid Enayat,death,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%B9%D9%86%D8%A7%DB%8C%D8%AA,https://en.wikipedia.org/wiki/Hamid_Enayat,نویسنده و مترجم,جمهوری اسلامی,Islamic Republic
1361-05-08,1982-07-30,پایان مرحله پنجم عملیات رمضان.,Operation Ramadan,event,https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D8%B1%D9%85%D8%B6%D8%A7%D9%86,https://en.wikipedia.org/wiki/Operation_Ramadan,,جمهوری اسلامی,Islamic Republic
1361-05-10,1982-08-01,سالروز بنیانگذاری دانشگاه آزاد اسلامی و نخستین دانشگاه آن دانشگاه آزاد اسلامی واحد تهران مرکزی.,Islamic Azad University,event,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87_%D8%A2%D8%B2%D8%A7%D8%AF_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_Azad_University,,جمهوری اسلامی,Islamic Republic
1361-05-15,1982-08-06,عملیات ثارالله در قصر شیرین توسط سپاه پاسداران انقلاب اسلامی.,Islamic Revolutionary Guard Corps,event,https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_Revolutionary_Guard_Corps,,جمهوری اسلامی,Islamic Republic
1361-05-15,1982-08-06,عملیات ثارالله در قصر شیرین توسط سپاه پاسداران انقلاب اسلامی.,Islamic Revolutionary Guard Corps,event,https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_Revolutionary_Guard_Corps,,جمهوری اسلامی,Islamic Republic
1361-06-24,1982-09-15,صادق قطب‌زاده,Sadegh Ghotbzadeh,death,https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D9%82%D8%B7%D8%A8%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,https://en.wikipedia.org/wiki/Sadegh_Ghotbzadeh,سیاستمدار,جمهوری اسلامی,Islamic Republic
1361-06-29,1982-09-20,جواد شیرزاد، بازیکن فوتبال,Javad Shirzad,event,https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D8%B4%DB%8C%D8%B1%D8%B2%D8%A7%D8%AF,https://en.wikipedia.org/wiki/Javad_Shirzad,,جمهوری اسلامی,Islamic Republic
1361-07-04,1982-09-26,رضا مافی,Reza Mafi,death,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%A7%D9%81%DB%8C,<No English page found>,خطاط و نقاش,جمهوری اسلامی,Islamic Republic
1361-07-12,1982-10-04,تصویب قطعنامه ۵۲۲,Approval of Resolution 1,event,,,,جمهوری اسلامی,Islamic Republic
1361-07-15,1982-10-07,یحیی شمشادیان,Yahya Shamshadian,death,https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D8%B4%D9%85%D8%B4%D8%A7%D8%AF%DB%8C%D8%A7%D9%86,<No English page found>,نظامی و خلبان,جمهوری اسلامی,Islamic Republic
1361-07-23,1982-10-15,عطاءالله اشرفی اصفهانی,<No English name found>,death,https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%A1%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D8%B4%D8%B1%D9%81%DB%8C_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ata%27ollah_Ashrafi_Esfahani,روحانی شیعه,جمهوری اسلامی,Islamic Republic
1361-09-02,1982-11-23,رقابت ۲ آذر تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در بازی‌های آسیایی ۱۹۸۲,December 5th of Iran's national football team with South Korea national football team in the Asian Games,event,,,,جمهوری اسلامی,Islamic Republic
1361-09-04,1982-11-25,محمود ثنایی,Mahmoud Sanaei,death,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AB%D9%86%D8%A7%DB%8C%DB%8C,<No English page found>,شاعر,جمهوری اسلامی,Islamic Republic
1361-09-19,1982-12-10,برگزاری انتخابات دوره نخست مجلس خبرگان رهبری,Holding the first term of the Assembly of Experts of Leadership,event,https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AC%D9%84%D8%B3_%D8%AE%D8%A8%D8%B1%DA%AF%D8%A7%D9%86_%D8%B1%D9%87%D8%A8%D8%B1%DB%8C,<No English page found>,,جمهوری اسلامی,Islamic Republic
1361-09-24,1982-12-15,صادر شدن فرمان هشت‌ماده‌ای سید روح‌الله خمینی,<No English name found>,event,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%85%D8%A7%D9%86_%D9%87%D8%B4%D8%AA%E2%80%8C%D9%85%D8%A7%D8%AF%D9%87%E2%80%8C%D8%A7%DB%8C_%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C,https://en.wikipedia.org/wiki/Khomeini%27s_8-article_command,,جمهوری اسلامی,Islamic Republic
1361-09-24,1982-12-15,صدور فرمان هشت‌ماده‌ای سید روح‌الله خمینی، پیرامون حفظ حریم خصوصی افراد.,<No English name found>,event,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%85%D8%A7%D9%86_%D9%87%D8%B4%D8%AA%E2%80%8C%D9%85%D8%A7%D8%AF%D9%87%E2%80%8C%D8%A7%DB%8C_%D8%B3%DB%8C%D8%AF_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C,https://en.wikipedia.org/wiki/Khomeini%27s_8-article_command,,جمهوری اسلامی,Islamic Republic
1361-11-09,1983-01-29,حسن باقری,Hassan Bagheri,death,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C,https://en.wikipedia.org/wiki/Hassan_Bagheri,از فرماندهان نظامی,جمهوری اسلامی,Islamic Republic
1361-11-09,1983-01-29,عبدالمجید بقایی,Abdul Majid Baqaei,death,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AC%DB%8C%D8%AF_%D8%A8%D9%82%D8%A7%DB%8C%DB%8C,<No English page found>,نظامی ایرانی,جمهوری اسلامی,Islamic Republic
