year,person,details,person_links,day,month
۱۳۹۸ ,ناصر رضایی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'ناصر رضایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C'}]",26,8
۱۳۹۸ ,فرهاد مجدم,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'فرهاد مجدم', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%85%D8%AC%D8%AF%D9%85'}]",26,8
۱۳۹۸ ,وحید دامور,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'وحید دامور', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%AD%DB%8C%D8%AF_%D8%AF%D8%A7%D9%85%D9%88%D8%B1'}]",26,8
۱۳۹۸ ,فرشاد حاجی‌پور میلاسی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'فرشاد حاجی\u200cپور میلاسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B4%D8%A7%D8%AF_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1_%D9%85%DB%8C%D9%84%D8%A7%D8%B3%DB%8C'}]",26,8
۱۳۹۸ ,محمدجواد عابدی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدجواد عابدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C'}]",26,8
۱۳۹۸ ,پوریا ناصری‌خواه,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'پوریا ناصری\u200cخواه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D8%B1%DB%8C%D8%A7_%D9%86%D8%A7%D8%B5%D8%B1%DB%8C%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87'}]",26,8
۱۳۹۸ ,کمال فرجی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'کمال فرجی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%85%D8%A7%D9%84_%D9%81%D8%B1%D8%AC%DB%8C'}]",26,8
۱۳۹۸ ,رضا معظمی گودرزی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'رضا معظمی گودرزی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%85%D8%B9%D8%B8%D9%85%DB%8C_%DA%AF%D9%88%D8%AF%D8%B1%D8%B2%DB%8C'}]",26,8
۱۳۹۸ ,ساسان عیدی‌وندی,، یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ساسان عیدی\u200cوندی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B3%D8%A7%D9%86_%D8%B9%DB%8C%D8%AF%DB%8C%E2%80%8C%D9%88%D9%86%D8%AF%DB%8C'}]",26,8
۱۳۹۸ ,پژمان قلی‌پور ملاطی,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'پژمان قلی\u200cپور ملاطی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DA%98%D9%85%D8%A7%D9%86_%D9%82%D9%84%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",26,8
۱۳۹۸ ,امیر الوندی‌مهر,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'امیر الوندی\u200cمهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%A7%D9%84%D9%88%D9%86%D8%AF%DB%8C%E2%80%8C%D9%85%D9%87%D8%B1'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",26,8
۱۳۹۸ ,بهمن جعفری,یکی از جان‌باختگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'بهمن جعفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C'}]",26,8
۱۳۹۸ ,محمد طاهری,یکی از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,[],26,8
۱۳۹۸ ,مهرداد معین‌فر,یکی از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'مهرداد معین\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D9%85%D8%B9%DB%8C%D9%86%E2%80%8C%D9%81%D8%B1'}]",26,8
۱۴۰۰ ,محسن مجتهد شبستری,نماینده ولی فقیه در استان آذربایجان شرقی,"[{'text': 'محسن مجتهد شبستری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%85%D8%AC%D8%AA%D9%87%D8%AF_%D8%B4%D8%A8%D8%B3%D8%AA%D8%B1%DB%8C'}]",26,8
۸۷۱ ,جامی,شاعر,"[{'text': 'جامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%85%DB%8C'}]",27,8
۱۳۶۶ ,مظفر بقائی,بنیان‌گذار حزب زحمت‌کشان ملت ایران,"[{'text': 'مظفر بقائی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B8%D9%81%D8%B1_%D8%A8%D9%82%D8%A7%D8%A6%DB%8C'}]",27,8
۱۳۸۰ ,سید خلیل عالی‌نژاد,خواننده,"[{'text': 'سید خلیل عالی\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AE%D9%84%DB%8C%D9%84_%D8%B9%D8%A7%D9%84%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",27,8
۱۳۸۵ ,عبدالعلی همایون,بازیگر,"[{'text': 'عبدالعلی همایون', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D9%84%DB%8C_%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86'}]",27,8
۱۳۹۵ ,مرضیه حدیدچی,نخستین فرمانده زن سپاه پاسداران انقلاب اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مرضیه حدیدچی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%B6%DB%8C%D9%87_%D8%AD%D8%AF%DB%8C%D8%AF%DA%86%DB%8C'}]",27,8
۱۳۹۶ ,رسول مهرپرور,نماینده حوزه انتخابیه درگز در دوره ششم مجلس شورای اسلامی,"[{'text': 'رسول مهرپرور', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D9%85%D9%87%D8%B1%D9%BE%D8%B1%D9%88%D8%B1'}]",27,8
۱۴۰۰ ,اردشیر زاهدی,آخرین سفیر ایران در ایالات متحده آمریکا در زمان پادشاهی محمدرضا پهلوی,"[{'text': 'اردشیر زاهدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",27,8
۱۴۰۱ ,حمیدرضا روحی,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'حمیدرضا روحی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B1%D9%88%D8%AD%DB%8C'}]",27,8
۱۵ ,رستم فرخ‌هرمز,اسپهبد آذربادگان و پارت در زمان شاهی یزدگرد سوم,"[{'text': 'رستم فرخ\u200cهرمز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D8%AA%D9%85_%D9%81%D8%B1%D8%AE%E2%80%8C%D9%87%D8%B1%D9%85%D8%B2'}]",28,8
۱۳۵۵ ,بهرام آرام,از اعضای سازمان مجاهدین خلق ایران,"[{'text': 'بهرام آرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%A2%D8%B1%D8%A7%D9%85'}]",28,8
۱۳۶۵ ,محمدتقی مدرس رضوی,از آموزگاران دانشگاه تهران,"[{'text': 'محمدتقی مدرس رضوی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AF%D8%B1%D8%B3_%D8%B1%D8%B6%D9%88%DB%8C'}]",28,8
۱۳۹۸ ,امیرحسین کبیری,از کشته‌شدگان اعتراضات آبان ۱۳۹۸ ایران,"[{'text': 'امیرحسین کبیری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%DA%A9%D8%A8%DB%8C%D8%B1%DB%8C'}]",28,8
۱۴۰۲ ,باقر مؤمنی,پژوهشگر علوم سیاسی و فعال سیاسی چپ‌گرا,"[{'text': 'باقر مؤمنی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%82%D8%B1_%D9%85%D8%A4%D9%85%D9%86%DB%8C'}]",28,8
۱۳۱۴ ,حسن پیرنیا,سیاستمدار، حقوقدان، تاریخ‌نگار ایرانی و نخست‌وزیر ایران در اواخر عهد قاجار و اوایل دورهٔ پهلوی,"[{'text': 'حسن پیرنیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%BE%DB%8C%D8%B1%D9%86%DB%8C%D8%A7'}]",29,8
۱۳۸۴ ,منوچهر آتشی,شاعر و مترجم معاصر,"[{'text': 'منوچهر آتشی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A2%D8%AA%D8%B4%DB%8C'}]",29,8
۱۳۹۸ ,فضل‌الله رضا,دانشمند، مهندس برق و رئیس پیشین دانشگاه تهران,"[{'text': 'فضل\u200cالله رضا', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B6%D9%84%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B1%D8%B6%D8%A7'}]",29,8
۱۴۰۱ ,کاروان قادری,از کشته‌شدگان خیزش ۱۴۰۱ ایران,[],29,8
۸۹۱ ,نجم ثانی,از سرداران ایران در زمان دودمان صفوی,"[{'text': 'نجم ثانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%AC%D9%85_%D8%AB%D8%A7%D9%86%DB%8C'}]",1,9
۱۳۷۷ ,داریوش فروهر,از قربانیان قتل‌های زنجیره‌ای ایران,"[{'text': 'داریوش فروهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D9%81%D8%B1%D9%88%D9%87%D8%B1'}]",1,9
۱۳۷۷ ,پروانه اسکندری,همسر داریوش فروهر,"[{'text': 'پروانه اسکندری', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C'}]",1,9
۱۳۸۸ ,علی کردان,پانزدهمین وزیر کشور در زمان نظام جمهوری اسلامی ایران,"[{'text': 'علی کردان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DA%A9%D8%B1%D8%AF%D8%A7%D9%86'}]",1,9
۱۳۹۰ ,محمدحسین شریعتی,از مخالفان دودمان پهلوی,"[{'text': 'محمدحسین شریعتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AD%D8%B3%DB%8C%D9%86_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C'}]",1,9
۱۳۹۹ ,سید یحیی جعفری,مجتهد و نماینده ولی فقیه در استان کرمان,"[{'text': 'سید یحیی جعفری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%DB%8C%D8%AD%DB%8C%DB%8C_%D8%AC%D8%B9%D9%81%D8%B1%DB%8C'}]",1,9
۱۴۰۱ ,حسین زرینجویی,بازیگر استندآپ کمدی,[],1,9
ایران ,روز اورمزد,آذر جشن. (روز برگزاری آذر جشن، یکی دیگر از جشنهای در پیوند با آتش، به مناسبت فرا رسیدن ماه آذر و برافروختن نخستین شعله زمستانی).,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",1,9
روز اصفهان ,روز نکوداشت شهر تاریخی اصفهان.,,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",1,9
۱۳۴۵ ,جبار باغچه‌بان,شاعر، نویسنده و بنیانگذار اولین مدرسه ناشنوایان (زاده ۱۲۶۴),"[{'text': 'جبار باغچه\u200cبان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D8%A7%D8%B1_%D8%A8%D8%A7%D8%BA%DA%86%D9%87%E2%80%8C%D8%A8%D8%A7%D9%86'}]",4,9
۱۳۵۶ ,منوچهر اقبال,زمانی نخست‌وزیر محمدرضا شاه بود,"[{'text': 'منوچهر اقبال', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A7%D9%82%D8%A8%D8%A7%D9%84'}]",4,9
۱۳۶۷ ,کاظم سامی,سیاستمدار اهل ایران، اولین وزیر بهداشت ایران انقلاب ۱۳۵۷، (زاده ۱۳۱۴),"[{'text': 'کاظم سامی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B8%D9%85_%D8%B3%D8%A7%D9%85%DB%8C'}]",4,9
۱۳۷۳ ,علی‌اکبر سعیدی سیرجانی,ادیب، پژوهشگر و نویسنده (زاده ۱۳۱۰),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'علی\u200cاکبر سعیدی سیرجانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%B3%D8%B9%DB%8C%D8%AF%DB%8C_%D8%B3%DB%8C%D8%B1%D8%AC%D8%A7%D9%86%DB%8C'}]",4,9
۱۳۹۹ ,کامبوزیا پرتوی,فیلمنامه‌نویس و کارگردان (زاده ۱۳۳۴),"[{'text': 'کامبوزیا پرتوی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%D8%A8%D9%88%D8%B2%DB%8C%D8%A7_%D9%BE%D8%B1%D8%AA%D9%88%DB%8C'}]",4,9
۱۴۰۲ ,بیتا فرهی,بازیگر,"[{'text': 'بیتا فرهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D8%AA%D8%A7_%D9%81%D8%B1%D9%87%DB%8C'}]",4,9
بوسنی و هرزگوین ,روز ملی.,,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",4,9
سورینام ,روز استقلال.,,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",4,9
۱۳۲۱ ,محمد علی فروغی,ادیب و سیاست‌مدار,"[{'text': 'محمد علی فروغی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D9%81%D8%B1%D9%88%D8%BA%DB%8C'}]",5,9
۱۳۵۷ ,محمد غروی کاشانی,فقیه و یکی از مخالفان دودمان پهلوی,"[{'text': 'محمد غروی کاشانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%BA%D8%B1%D9%88%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C'}]",5,9
۱۳۶۹ ,سیدحسن میرخانی,خوشنویس و شاعر,"[{'text': 'سیدحسن میرخانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D9%85%DB%8C%D8%B1%D8%AE%D8%A7%D9%86%DB%8C'}]",5,9
۱۳۸۲ ,صادق خلخالی,قاضی دادگاه انقلاب و مشکوک به اینکه قاتل امیرعباس هویدا است,"[{'text': 'صادق خلخالی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%AE%D9%84%D8%AE%D8%A7%D9%84%DB%8C'}]",5,9
۱۳۸۴ ,مرتضی ممیز,طراح گرافیک و تصویرگر,"[{'text': 'مرتضی ممیز', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%85%D9%85%DB%8C%D8%B2'}]",5,9
۱۳۸۵ ,بابک بیات,آهنگساز,"[{'text': 'بابک بیات', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%DA%A9_%D8%A8%DB%8C%D8%A7%D8%AA'}]",5,9
۱۳۸۹ ,رضا عارفان,بازیگر,"[{'text': 'رضا عارفان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B9%D8%A7%D8%B1%D9%81%D8%A7%D9%86'}]",5,9
۱۴۰۱ ,شورش نیکنام,یکی از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'شورش نیکنام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%B4_%D9%86%DB%8C%DA%A9%D9%86%D8%A7%D9%85'}]",5,9
۱۳۰۰ ,عبدالبهاء,فرزند ارشد بهاءالله,"[{'text': 'عبدالبهاء', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%A8%D9%87%D8%A7%D8%A1'}]",7,9
۱۳۷۷ ,حمید مصدق,شاعر و حقوق‌دان,"[{'text': 'حمید مصدق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D9%85%D8%B5%D8%AF%D9%82'}]",7,9
۱۳۹۵ ,سید محمدتقی شاهرخی خرم‌آبادی,نماینده استان لرستان در دوره سوم مجلس خبرگان رهبری و دوره چهارم مجلس خبرگان رهبری,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید محمدتقی شاهرخی خرم\u200cآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D9%86%D9%82%DB%8C_%D8%B4%D8%A7%D9%87%D8%B1%D8%AE%DB%8C'}]",7,9
۱۳۹۹ ,پرویز پورحسینی,بازیگر,"[{'text': 'پرویز پورحسینی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D9%BE%D9%88%D8%B1%D8%AD%D8%B3%DB%8C%D9%86%DB%8C'}]",7,9
۱۳۹۹ ,محسن فخری زاده,از شخصیت‌های اصلی برنامه هسته‌ای ایران,"[{'text': 'محسن فخری زاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%81%D8%AE%D8%B1%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",7,9
۱۴۰۱ ,عرشیا امام قلی‌زاده,از بازداشت‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'عرشیا امام قلی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%B4%DB%8C%D8%A7_%D8%A7%D9%85%D8%A7%D9%85_%D9%82%D9%84%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",7,9
۱۳۷۳ ,آیت اللَّه محمدعلی اراکی,مرجع تقلید,"[{'text': 'محمدعلی اراکی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D8%B1%D8%A7%DA%A9%DB%8C'}]",8,9
۱۳۸۹ ,مجید شهریاری,دانشمند هسته‌ای,"[{'text': 'مجید شهریاری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1%DB%8C'}]",8,9
۱۳۸۹ ,سیف‌الله کامبخش‌فرد,باستان شناس,"[{'text': 'سیف\u200cالله کامبخش\u200cفرد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%81%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%DA%A9%D8%A7%D9%85%D8%A8%D8%AE%D8%B4%E2%80%8C%D9%81%D8%B1%D8%AF'}]",8,9
۱۳۹۹ ,رامش,خواننده,"[{'text': 'رامش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D9%85%D8%B4'}]",8,9
۱۴۰۱ ,مهران سماک,از کشته‌شدگان خیزش ۱۴۰۱ ایران,"[{'text': 'مهران سماک', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%85%D8%A7%DA%A9'}]",8,9
۱۳۶۳ ,عباس مصدق,بازیگر,"[{'text': 'عباس مصدق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D9%85%D8%B5%D8%AF%D9%82'}]",10,9
۱۳۸۹ ,شهلا جاهد,همسر دوم و موقت ناصر محمدخانی,"[{'text': 'شهلا جاهد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D8%AC%D8%A7%D9%87%D8%AF'}]",10,9
۱۳۹۷ ,ابوالفضل زرویی نصرآباد,شاعر,"[{'text': 'ابوالفضل زرویی نصرآباد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D8%B2%D8%B1%D9%88%DB%8C%DB%8C_%D9%86%D8%B5%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF'}]",10,9
۱۳۶۰ ,جلال‌الدین تاج اصفهانی,استاد آواز,"[{'text': 'جلال\u200cالدین تاج اصفهانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AA%D8%A7%D8%AC'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",13,9
۱۳۹۳ ,مریم بهنام,فعال اجتماعی و نویسنده,"[{'text': 'مریم بهنام', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D9%85_%D8%A8%D9%87%D9%86%D8%A7%D9%85'}]",13,9
ایران ,روز بیمه.,,"[{'text': 'بیمه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D9%85%D9%87'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",13,9
۱۳۶۹ ,غلامحسین یوسفی,ادیب، نویسنده، مترجم، ویراستار و مصحح متون، و استاد برجستهٔ ادبیات فارسی,"[{'text': 'غلامحسین یوسفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%DB%8C%D9%88%D8%B3%D9%81%DB%8C'}]",14,9
۱۳۷۵ ,علی حاتمی,کارگردان و فیلم‌نامه‌نویس,"[{'text': 'علی حاتمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AD%D8%A7%D8%AA%D9%85%DB%8C'}]",14,9
۱۳۸۲ ,منوچهر طاهرزاده,آهنگساز، خواننده سبک پاپ و نوازنده ویلون و سه تار,"[{'text': 'منوچهر طاهرزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%B7%D8%A7%D9%87%D8%B1%D8%B2%D8%A7%D8%AF%D9%87'}]",14,9
۱۳۸۹ ,شمس آل احمد,نویسنده,"[{'text': 'شمس آل احمد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%85%D8%B3_%D8%A2%D9%84_%D8%A7%D8%AD%D9%85%D8%AF'}]",14,9
۱۳۴۱ ,عین‌الله محمودی همدانی,پدر تلفن همگانی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'عین\u200cالله محمودی همدانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C'}]",15,9
۱۳۵۹ ,احمد کشوری,خلبان نیروی هوایی ارتش جمهوری اسلامی ایران,"[{'text': 'احمد کشوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DA%A9%D8%B4%D9%88%D8%B1%DB%8C'}]",15,9
۱۳۷۳ ,رجبعلی امیری فلاح,خواننده اهل گیلان,"[{'text': 'رجبعلی امیری فلاح', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%AC%D8%A8%D8%B9%D9%84%DB%8C_%D8%A7%D9%85%DB%8C%D8%B1%DB%8C_%D9%81%D9%84%D8%A7%D8%AD'}]",15,9
۱۳۸۷ ,عباسقلی رنجبر,نوازنده دوتار و از بخشی‌های سرشناس موسیقی شمال خراسان,"[{'text': 'عباسقلی رنجبر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D9%82%D9%84%DB%8C_%D8%B1%D9%86%D8%AC%D8%A8%D8%B1'}]",15,9
۱۳۹۰ ,غلامرضا بروسان,شاعر,"[{'text': 'غلامرضا بروسان', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%A8%D8%B1%D9%88%D8%B3%D8%A7%D9%86'}]",15,9
۱۳۹۱ ,پرتو اشراق,محقق و مترجم سینما و ادبیات و پژوهشگر موسیقی,"[{'text': 'پرتو اشراق', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AA%D9%88_%D8%A7%D8%B4%D8%B1%D8%A7%D9%82'}]",15,9
