year,month,day,person,details,link,person_link
۱۴۰۳ ,1,30,پرویز داودی,از اعضای حقیقی مجمع تشخیص مصلحت نظام,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'پرویز داودی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%AF%D8%A7%D9%88%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%AF%D8%A7%D9%88%D8%AF%DB%8C
۱۴۰۴ ,1,30,سید جعفر حمیدی,شاعر، نویسنده، پژوهشگر، استاد زبان و ادبیات فارسی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید جعفر حمیدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D8%B9%D9%81%D8%B1_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D8%B9%D9%81%D8%B1_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C
۱۳۰۸ ,1,31,محمد میرزا کاشف السلطنه,سیاستمدار، نویسنده، مشروطه خواه و پدر چای ایران,"[{'text': 'محمد میرزا کاشف السلطنه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%DA%A9%D8%A7%D8%B4%D9%81%E2%80%8C%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%DA%A9%D8%A7%D8%B4%D9%81%E2%80%8C%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87
۱۳۶۶ ,1,31,محمدتقی شریعتی,پدر علی شریعتی,"[{'text': 'محمدتقی شریعتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C
۱۳۸۹ ,1,31,حمیده خیرآبادی,بازیگر,"[{'text': 'حمیده خیرآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D9%87_%D8%AE%DB%8C%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D9%87_%D8%AE%DB%8C%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C
۱۳۹۰ ,1,31,حسین گنجینه,بنیان‌گذار چاپ سیلک اسکرین و چاپ کلاقه‌ای در ایران,"[{'text': 'حسین گنجینه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%DA%AF%D9%86%D8%AC%DB%8C%D9%86%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%DA%AF%D9%86%D8%AC%DB%8C%D9%86%D9%87
۱۳۹۵ ,1,31,مهرداد اولادی,بازیکن فوتبال,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهرداد اولادی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D8%A7%D9%88%D9%84%D8%A7%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D8%A7%D9%88%D9%84%D8%A7%D8%AF%DB%8C
۱۳۹۸ ,1,31,منیر شاهرودی فرمانفرمائیان,نقاش,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'منیر شاهرودی فرمانفرمائیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%85%D8%A7%D8%A6%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%85%D8%A7%D8%A6%DB%8C%D8%A7%D9%86
۱۴۰۲ ,1,31,خلیل عقاب,بازیگر و سیرک‌باز,"[{'text': 'خلیل عقاب', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D9%84_%D8%B9%D9%82%D8%A7%D8%A8'}]",https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D9%84_%D8%B9%D9%82%D8%A7%D8%A8
۱۳۳۰ ,2,1,محمدتقی بهار,روزنامه‌نگار، ادیب، تاریخ‌نویس، و سیاستمدار (زادهٔ ۱۲۶۵),"[{'text': 'محمدتقی بهار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D9%87%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D9%87%D8%A7%D8%B1
۱۳۵۹ ,2,1,سهراب سپهری,شاعر و نقاش (زادهٔ ۱۵ مهر ۱۳۰۷),"[{'text': 'سهراب سپهری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%87%D8%B1%D8%A7%D8%A8_%D8%B3%D9%BE%D9%87%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D9%87%D8%B1%D8%A7%D8%A8_%D8%B3%D9%BE%D9%87%D8%B1%DB%8C
۱۳۸۹,2,1,عطاءالله جنگوک,موسیقی‌دان,"[{'text': 'عطاءالله جنگوک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%A1%D8%A7%D9%84%D9%84%D9%87_%D8%AC%D9%86%DA%AF%D9%88%DA%A9'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%A1%D8%A7%D9%84%D9%84%D9%87_%D8%AC%D9%86%DA%AF%D9%88%DA%A9
۱۳۹۰ ,2,1,جهانشاه درخشانی,معمار,"[{'text': 'جهانشاه درخشانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%D8%B4%D8%A7%D9%87_%D8%AF%D8%B1%D8%AE%D8%B4%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%D8%B4%D8%A7%D9%87_%D8%AF%D8%B1%D8%AE%D8%B4%D8%A7%D9%86%DB%8C
۱۳۹۱ ,2,1,غلامرضا قاسمی,از فرماندهان نیروی زمینی ارتش جمهوری اسلامی ایران در جنگ ایران و عراق,"[{'text': 'غلامرضا قاسمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%82%D8%A7%D8%B3%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%82%D8%A7%D8%B3%D9%85%DB%8C
۱۴۰۲ ,2,1,رضا زمانی,رئیس انجمن روان‌شناسی ایران,"[{'text': 'رضا زمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B2%D9%85%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B2%D9%85%D8%A7%D9%86%DB%8C
۱۳۵۳ ,2,3,بهمن هیربد,مدیر و مؤسس مجله موزیک ایران (ز. ۱۲۹۳),"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'بهمن هیربد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D9%87%DB%8C%D8%B1%D8%A8%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D9%87%DB%8C%D8%B1%D8%A8%D8%AF
۱۳۵۸ ,2,3,سید محمدولی قرنی,نظامی (ز. ۱۲۹۲),"[{'text': 'سید محمدولی قرنی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D9%88%D9%84%DB%8C_%D9%82%D8%B1%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D9%88%D9%84%DB%8C_%D9%82%D8%B1%D9%86%DB%8C
۱۳۸۹ ,2,3,نسرین خسروی,تصویرگر کتابهای کودک و نوجوان (ز. ۱۳۲۹),"[{'text': 'نسرین خسروی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B3%D8%B1%DB%8C%D9%86_%D8%AE%D8%B3%D8%B1%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%B3%D8%B1%DB%8C%D9%86_%D8%AE%D8%B3%D8%B1%D9%88%DB%8C
۱۳۹۸ ,2,3,بهمن کشاورز,حقوقدان، وکیل دادگستری (ز. ۱۳۲۳),"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'بهمن کشاورز', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2
۱۴۰۲ ,2,3,ناصر پاکدامن,اقتصاددان و نویسنده (ز. ۱۳۱۱),"[{'text': 'ناصر پاکدامن', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%BE%D8%A7%DA%A9%D8%AF%D8%A7%D9%85%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%BE%D8%A7%DA%A9%D8%AF%D8%A7%D9%85%D9%86
۱۳۶۹ ,2,4,کاظم رجوی,برادر مسعود رجوی,"[{'text': 'کاظم رجوی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B8%D9%85_%D8%B1%D8%AC%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B8%D9%85_%D8%B1%D8%AC%D9%88%DB%8C
۱۳۹۳ ,2,4,مسلم ملکوتی,از مراجع تقلید شیعه و امام جمعه تبریز,"[{'text': 'مسلم ملکوتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D9%84%D9%85_%D9%85%D9%84%DA%A9%D9%88%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D9%84%D9%85_%D9%85%D9%84%DA%A9%D9%88%D8%AA%DB%8C
۱۴۰۱ ,2,4,شهلا ناظریان,دوبلور,"[{'text': 'شهلا ناظریان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D9%86%D8%A7%D8%B8%D8%B1%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D9%86%D8%A7%D8%B8%D8%B1%DB%8C%D8%A7%D9%86
۱۴۰۲ ,2,4,عدنان غریفی,داستان‌نویس عرب‌تبار,"[{'text': 'عدنان غریفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%AF%D9%86%D8%A7%D9%86_%D8%BA%D8%B1%DB%8C%D9%81%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%AF%D9%86%D8%A7%D9%86_%D8%BA%D8%B1%DB%8C%D9%81%DB%8C
۱۳۸۸ ,2,5,بیژن ترقی,شاعر و ترانه‌سرا (زادهٔ ۱۳۰۸),"[{'text': 'بیژن ترقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%AA%D8%B1%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%AA%D8%B1%D9%82%DB%8C
۱۳۹۲ ,2,5,امیر حسین فردی,نویسنده و روزنامه‌نگار (زادهٔ ۱۳۲۸),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",
۱۳۹۹,2,5,ابراهیم امینی فقیه,مجتهد شیعه، عضو مجلس خبرگان رهبری (زادهٔ ۱۳۰۴),"[{'text': 'ابراهیم امینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%A7%D9%85%DB%8C%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%A7%D9%85%DB%8C%D9%86%DB%8C
۱۴۰۱ ,2,5,محمدعلی اسلامی ندوشن,شاعر و نویسنده (زادهٔ ۱۳۰۷),"[{'text': 'محمدعلی اسلامی ندوشن', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D9%86%D8%AF%D9%88%D8%B4%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C_%D9%86%D8%AF%D9%88%D8%B4%D9%86
۱۳۶۳ ,2,6,مهدی شاه‌آبادی,روحانی و سیاستمدار,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی شاه\u200cآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%B4%D8%A7%D9%87%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%B4%D8%A7%D9%87%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C
۱۳۹۱ ,2,6,اباصلت صادقی,عضو عالی انجمن خوش‌نویسان ایران,"[{'text': 'اباصلت صادقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%A7%D8%B5%D9%84%D8%AA_%D8%B5%D8%A7%D8%AF%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%A7%D8%B5%D9%84%D8%AA_%D8%B5%D8%A7%D8%AF%D9%82%DB%8C
۱۳۹۲ ,2,6,حسن علوی‌کیا,از بنیان‌گذاران سازمان ساواک و سرتیپ نیروی زمینی شاهنشاهی ایران,"[{'text': 'حسن علوی\u200cکیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B9%D9%84%D9%88%DB%8C%E2%80%8C%DA%A9%DB%8C%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B9%D9%84%D9%88%DB%8C%E2%80%8C%DA%A9%DB%8C%D8%A7
۱۳۹۳ ,2,6,حسام‌الدین مجتهدی,نماینده مجلس خبرگان رهبری,"[{'text': 'حسام\u200cالدین مجتهدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D8%A7%D9%85%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%AC%D8%AA%D9%87%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D8%A7%D9%85%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%AC%D8%AA%D9%87%D8%AF%DB%8C
۱۳۹۸ ,2,6,ناصر فربد,سرلشکر نیروی زمینی ارتش ایران و رئیس ستاد مشترک ارتش,"[{'text': 'ناصر فربد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%81%D8%B1%D8%A8%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%81%D8%B1%D8%A8%D8%AF
۱۴۰۲ ,2,6,عباسعلی سلیمانی,نماینده استان سیستان و بلوچستان در مجلس خبرگان رهبری,"[{'text': 'عباسعلی سلیمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D8%B9%D9%84%DB%8C_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D8%B9%D9%84%DB%8C_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C
۱۳۶۵ ,2,7,آتش خیر,بازیگر,"[{'text': 'آتش خیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4_%D8%AE%DB%8C%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4_%D8%AE%DB%8C%D8%B1
۱۳۷۹ ,2,8,نورالدین رضوی سروستانی,خواننده,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نورالدین رضوی سروستانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B1%D8%B6%D9%88%DB%8C_%D8%B3%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B1%D8%B6%D9%88%DB%8C_%D8%B3%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D9%86%DB%8C
۱۳۹۰ ,2,8,منوچهر سخایی,خواننده و بازیگر,"[{'text': 'منوچهر سخایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%B3%D8%AE%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%B3%D8%AE%D8%A7%DB%8C%DB%8C
۱۴۰۲ ,2,8,فخری نیکزاد,مجری رادیو و گوینده,"[{'text': 'فخری نیکزاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AE%D8%B1%DB%8C_%D9%86%DB%8C%DA%A9%D8%B2%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%AE%D8%B1%DB%8C_%D9%86%DB%8C%DA%A9%D8%B2%D8%A7%D8%AF
۱۴۰۲ ,2,8,حمیدرضا الداغی,از شهروندان ایران,[],
۴۰۹ ,2,10,محمود غزنوی,هفتمین شاه ایران از غزنویان,"[{'text': 'محمود غزنوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%BA%D8%B2%D9%86%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%BA%D8%B2%D9%86%D9%88%DB%8C
۱۳۴۹ ,2,10,اسماعیل آشتیانی,شاعر,"[{'text': 'اسماعیل آشتیانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C
۱۳۵۳ ,2,10,امان‌الله جهانبانی,از شاهزادگان دودمان قاجار و نخستین فرمانده ارتش شاهنشاهی ایران,"[{'text': 'امان\u200cالله جهانبانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C
۱۳۶۱ ,2,10,محسن وزوایی,فرمانده لشکر ۱۰ سیدالشهدا,"[{'text': 'محسن وزوایی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%88%D8%B2%D9%88%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%88%D8%B2%D9%88%D8%A7%DB%8C%DB%8C
۱۳۷۶ ,2,10,روح‌انگیز سامی‌نژاد,بازیگر,"[{'text': 'روح\u200cانگیز سامی\u200cنژاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%86%DA%AF%DB%8C%D8%B2_%D8%B3%D8%A7%D9%85%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%86%DA%AF%DB%8C%D8%B2_%D8%B3%D8%A7%D9%85%DB%8C%E2%80%8C%D9%86%DA%98%D8%A7%D8%AF
۱۳۸۹ ,2,10,علی‌محمد حق‌شناس,زبان‌شناس,"[{'text': 'علی\u200cمحمد حق\u200cشناس', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D9%82%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D9%82%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3
۱۴۰۴ ,2,10,منیر طاها,ترانه‌سرا,"[{'text': 'منیر طاها', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D8%B7%D8%A7%D9%87%D8%A7'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D8%B7%D8%A7%D9%87%D8%A7
۱۴۰۴ ,2,10,بهمن صالح‌نیا,بازیکن و مربی فوتبال,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'بهمن صالح\u200cنیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D8%B5%D8%A7%D9%84%D8%AD%E2%80%8C%D9%86%DB%8C%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D8%B5%D8%A7%D9%84%D8%AD%E2%80%8C%D9%86%DB%8C%D8%A7
۱۳۵۸ ,2,11,مرتضی مطهری,روحانی و استاد دانشگاه (زاده ۱۲۹۸),"[{'text': 'مرتضی مطهری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%85%D8%B7%D9%87%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%85%D8%B7%D9%87%D8%B1%DB%8C
۱۳۸۳ ,2,11,کیومرث صابری فومنی,نویسنده و طنزنویس، بنیانگذار مؤسسه گل آقا (زاده ۱۳۲۰),"[{'text': 'کیومرث صابری فومنی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C_%D9%81%D9%88%D9%85%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D9%88%D9%85%D8%B1%D8%AB_%D8%B5%D8%A7%D8%A8%D8%B1%DB%8C_%D9%81%D9%88%D9%85%D9%86%DB%8C
۱۳۸۸ ,2,11,دلارا دارابی,شهروندی ایرانی که به اتهام قتل اعدام شد,"[{'text': 'دلارا دارابی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%84%D8%A7%D8%B1%D8%A7_%D8%AF%D8%A7%D8%B1%D8%A7%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AF%D9%84%D8%A7%D8%B1%D8%A7_%D8%AF%D8%A7%D8%B1%D8%A7%D8%A8%DB%8C
۱۳۸۹ ,2,11,محمد بهمن بیگی,نویسنده,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'محمد بهمن بیگی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%87%D9%85%D9%86%E2%80%8C%D8%A8%DB%8C%DA%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D9%87%D9%85%D9%86%E2%80%8C%D8%A8%DB%8C%DA%AF%DB%8C
۱۴۰۴ ,2,11,علی یخکشی,فعال محیط زیست و نویسنده,"[{'text': 'علی یخکشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DB%8C%D8%AE%DA%A9%D8%B4%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DB%8C%D8%AE%DA%A9%D8%B4%DB%8C
۱۲۷۵ ,2,12,ناصرالدین‌شاه,چهارمین شاه ایران از دودمان قاجار,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ناصرالدین\u200cشاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D8%A7%D9%87
