year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english,person_name_english,details_english
1402,6,11,مرتضی پورصمدی,فیلمبردار و عکاس (زاده ۱۳۳۱),"[{'text': 'مرتضی پورصمدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%BE%D9%88%D8%B1%D8%B5%D9%85%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%BE%D9%88%D8%B1%D8%B5%D9%85%D8%AF%DB%8C,2023,9,2,https://en.wikipedia.org/wiki/Morteza_Poursamadi,Morteza Poursamadi,Cinematographer and Photographer (born 1)
1402,6,29,یدالله درخشانی,نقاش ایرانی (زاده ۱۳۱۷),"[{'text': 'یدالله درخشانی', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D8%B1%D8%AE%D8%B4%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%DB%8C%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D8%B1%D8%AE%D8%B4%D8%A7%D9%86%DB%8C,2023,9,20,<No English page found>,Yadollah Derakhshani,Iranian painter (born 1)
1402,7,8,محمود ضرابی,خلبان (زاده ۱۳۲۵),"[{'text': 'محمود ضرابی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B6%D8%B1%D8%A7%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B6%D8%B1%D8%A7%D8%A8%DB%8C,2023,9,30,<No English page found>,Mahmoud Zarabi,Pilot (born 1)
1402,7,9,فردوس کاویانی,بازیگر تئاتر و سینما (زاده ۱۳۲۰),"[{'text': 'فردوس کاویانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%D9%88%D8%B3_%DA%A9%D8%A7%D9%88%DB%8C%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%D9%88%D8%B3_%DA%A9%D8%A7%D9%88%DB%8C%D8%A7%D9%86%DB%8C,2023,10,1,<No English page found>,Ferdows Kaviani,Theater and Cinema Actor (born 1)
1402,7,24,حمزه حدادی بابادی,بازیکن فوتبال (زاده ۱۳۶۵),"[{'text': 'حمزه حدادی بابادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%B2%D9%87_%D8%AD%D8%AF%D8%A7%D8%AF%DB%8C_%D8%A8%D8%A7%D8%A8%D8%A7%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%B2%D9%87_%D8%AD%D8%AF%D8%A7%D8%AF%DB%8C_%D8%A8%D8%A7%D8%A8%D8%A7%D8%AF%DB%8C,2023,10,16,<No English page found>,Hamza Haddadi Babadi,Football player (born 1)
1402,7,26,اکبر قدمی,بازیگر سینما و تلویزیون (زاده ۱۳۳۰),"[{'text': 'اکبر قدمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D9%82%D8%AF%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D9%82%D8%AF%D9%85%DB%8C,2023,10,18,<No English page found>,Akbar Ghadami,Cinema and Television Actor (born 2)
1402,8,8,جاوید صلاحی,حقوق‌دان، جرم‌شناس و شاعر (زاده ۱۳۱۱),"[{'text': 'جاوید صلاحی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%88%DB%8C%D8%AF_%D8%B5%D9%84%D8%A7%D8%AD%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D8%A7%D9%88%DB%8C%D8%AF_%D8%B5%D9%84%D8%A7%D8%AD%DB%8C,2023,10,30,<No English page found>,Javid Salahi,"Lawyer, criminologist and poet (born 2)"
1402,8,12,مینا فتحی,بازیکن و مربی والیبال (زاده ۱۳۲۵),"[{'text': 'مینا فتحی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D9%86%D8%A7_%D9%81%D8%AA%D8%AD%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D9%86%D8%A7_%D9%81%D8%AA%D8%AD%DB%8C,2023,11,3,<No English page found>,Mina Fathi,Volleyball player and coach (born 1)
1402,8,14,حمیدرضا مرادی,بازیگر و چهره‌پرداز (زاده ۱۳۵۶),"[{'text': 'حمیدرضا مرادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D8%B1%D8%B6%D8%A7_%D9%85%D8%B1%D8%A7%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D8%B1%D8%B6%D8%A7_%D9%85%D8%B1%D8%A7%D8%AF%DB%8C,2023,11,5,<No English page found>,Hamid Reza Moradi,Actress and face painting (born 2)
1402,8,18,علی نیاکانی,بازیکن فوتبال (زاده ۱۳۲۹),"[{'text': 'علی نیاکانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%86%DB%8C%D8%A7%DA%A9%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%86%DB%8C%D8%A7%DA%A9%D8%A7%D9%86%DB%8C,2023,11,9,https://en.wikipedia.org/wiki/Ali_Niakani,Ali Niakani,Football player (born 2)
1402,8,23,صابر راستی‌کردار,برنامه‌نویس، طراح فونت و مخترع (زاده ۱۳۶۶),"[{'text': 'صابر راستی\u200cکردار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%A8%D8%B1_%D8%B1%D8%A7%D8%B3%D8%AA%DB%8C%E2%80%8C%DA%A9%D8%B1%D8%AF%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%A8%D8%B1_%D8%B1%D8%A7%D8%B3%D8%AA%DB%8C%E2%80%8C%DA%A9%D8%B1%D8%AF%D8%A7%D8%B1,2023,11,14,https://en.wikipedia.org/wiki/Saber_Rastikerdar,Saber Rastikerdar,"Programmer, Font Designer and Inventor (born 2)"
1402,9,6,پروانه معصومی,بازیگر (زاده ۱۳۲۳),"[{'text': 'پروانه معصومی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D9%85%D8%B9%D8%B5%D9%88%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D9%85%D8%B9%D8%B5%D9%88%D9%85%DB%8C,2023,11,27,https://en.wikipedia.org/wiki/Parvaneh_Massoumi,Parvaneh Massoumi,Actor (born 2)
1402,9,9,محمدرضا جودت,معمار، نقاش و مترجم (زاده ۱۳۱۸),"[{'text': 'محمدرضا جودت', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%AC%D9%88%D8%AF%D8%AA'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%AC%D9%88%D8%AF%D8%AA,2023,11,30,<No English page found>,Mohammad Reza Judet,"Architect, painter and translator (born 1)"
1402,9,16,بیژن عالی‌پور,کارشناس نفت و مدیر اجرایی (زاده ۱۳۲۸),"[{'text': 'بیژن عالی\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%B9%D8%A7%D9%84%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%B9%D8%A7%D9%84%DB%8C%E2%80%8C%D9%BE%D9%88%D8%B1,2023,12,7,https://en.wikipedia.org/wiki/Bijan_Allipour,Bijan Allipour,Oil Expert and Executive Director (born 1)
1402,9,29,محسن افتاده,نوازنده ساز فاگوت (زاده ۱۳۲۵),"[{'text': 'محسن افتاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%A7%D9%81%D8%AA%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%A7%D9%81%D8%AA%D8%A7%D8%AF%D9%87,2023,12,20,<No English page found>,Mohsen has fallen,Fagot instructor (born 1)
1402,10,1,ناصر طهماسب,دوبلور و نویسنده (زاده ۱۳۱۸). *۱ دی - احمد مدان عکاس و هنرمند (زاده ۱۳۱۵),"[{'text': 'ناصر طهماسب', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%B7%D9%87%D9%85%D8%A7%D8%B3%D8%A8'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%B7%D9%87%D9%85%D8%A7%D8%B3%D8%A8,2023,12,22,https://en.wikipedia.org/wiki/Naser_Tahmasb,Naser Tahmasb,Double Crystal and Author (born 2). *January 2 - Ahmad Medan Photographer and Artist (born 1)
1402,10,3,ملیکا محمدی,بازیکن فوتبال (زاده ۱۳۷۹),"[{'text': 'ملیکا محمدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%84%DB%8C%DA%A9%D8%A7_%D9%85%D8%AD%D9%85%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%84%DB%8C%DA%A9%D8%A7_%D9%85%D8%AD%D9%85%D8%AF%DB%8C,2023,12,24,https://en.wikipedia.org/wiki/Melika_Mohammadi,Melika Mohammadi,Football player (born 2)
1402,10,4,سید رضی موسوی,از سربازان بدون مرز و اعضای نیروی قدس سپاه پاسداران (زاده ۱۳۴۲),"[{'text': 'سید رضی موسوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D8%B6%DB%8C_%D9%85%D9%88%D8%B3%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B1%D8%B6%DB%8C_%D9%85%D9%88%D8%B3%D9%88%DB%8C,2023,12,25,https://en.wikipedia.org/wiki/Razi_Mousavi,Razi Mousavi,From the borders' soldiers and members of the Quds Force of the Revolutionary Guards (born 2)
1402,10,10,امیربانو کریمی,شاعر (زاده ۱۳۱۰),"[{'text': 'امیربانو کریمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%A8%D8%A7%D9%86%D9%88_%DA%A9%D8%B1%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%A8%D8%A7%D9%86%D9%88_%DA%A9%D8%B1%DB%8C%D9%85%DB%8C,2023,12,31,https://en.wikipedia.org/wiki/Amir_Banoo_Karimi,Amir Banoo Karimi,Poet (born 1)
1402,10,11,تورج پورمروت,فیلم‌بردار (زاده ۱۳۲۲). **کامیلا باتمانقلیچ نیکوکار ایرانی (زاده ۱۹۶۳) *۱۳دی - فریدون دائمی دوبلور (زاده ۱۳۲۰),"[{'text': 'تورج پورمروت', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D8%B1%D8%AC_%D9%BE%D9%88%D8%B1%D9%85%D8%B1%D9%88%D8%AA'}]",https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D8%B1%D8%AC_%D9%BE%D9%88%D8%B1%D9%85%D8%B1%D9%88%D8%AA,2024,1,1,<No English page found>,Toraj Pourmrut,Cinema (born 2). ** Camilla Batman Qulich Iranian Niker (born 1) *January - Fereydoon Dalam Doblur (born 2)
1402,10,18,شهلا لاهیجی,ناشر و نویسنده (زاده ۱۳۲۱),"[{'text': 'شهلا لاهیجی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D9%84%D8%A7%D9%87%DB%8C%D8%AC%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D9%84%D8%A7_%D9%84%D8%A7%D9%87%DB%8C%D8%AC%DB%8C,2024,1,8,https://en.wikipedia.org/wiki/Shahla_Lahiji,Shahla Lahiji,Publisher and author (born 1)
1402,10,19,فرید جواهرکلام,مترجم و نویسنده (زاده ۱۳۰۴),"[{'text': 'فرید جواهرکلام', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF_%D8%AC%D9%88%D8%A7%D9%87%D8%B1%DA%A9%D9%84%D8%A7%D9%85'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF_%D8%AC%D9%88%D8%A7%D9%87%D8%B1%DA%A9%D9%84%D8%A7%D9%85,2024,1,9,<No English page found>,Farid Jewelery,Translator and Author (born 1)
1402,10,21,سید محمدتقی محصل همدانی,نماینده ادوار مجلس (زاده ۱۳۱۴),"[{'text': 'سید محمدتقی محصل همدانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AD%D8%B5%D9%84_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AD%D8%B5%D9%84_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C,2024,1,11,<No English page found>,Seyed Mohammad Taghi Hamedani,Representative of the Majlis (born 2)
1402,10,25,کریم مجتهدی,فیلسوف (زاده ۱۳۰۹),"[{'text': 'مجتهد', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D9%87%D8%AF'}, {'text': 'کریم مجتهدی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D9%85%D8%AC%D8%AA%D9%87%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85_%D9%85%D8%AC%D8%AA%D9%87%D8%AF%DB%8C,2024,1,15,https://en.wikipedia.org/wiki/Karim_Mojtahedi,Karim Mojtahedi,Philosopher (born 1)
1402,10,30,زین‌العابدین رضوی خرم,سیاستمدار (زاده ۱۳۴۵),"[{'text': 'زین\u200cالعابدین رضوی خرم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C%D9%86_%D8%B1%D8%B6%D9%88%DB%8C_%D8%AE%D8%B1%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%B2%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C%D9%86_%D8%B1%D8%B6%D9%88%DB%8C_%D8%AE%D8%B1%D9%85,2024,1,20,<No English page found>,Zain al -Abidine Razavi Khorram,Politician (born 1)
1402,11,8,عبدالنبی نمازی,روحانی و نماینده ادوار مجلس خبرگان (زاده ۱۳۲۷),"[{'text': 'عبدالنبی نمازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%86%D8%A8%DB%8C_%D9%86%D9%85%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%86%D8%A8%DB%8C_%D9%86%D9%85%D8%A7%D8%B2%DB%8C,2024,1,28,https://en.wikipedia.org/wiki/Abdul-Nabi_Namazi,Abdul-Nabi Namazi,Rouhani and Representative of the Assembly of Experts (born 2)
1402,11,16,سید محمد خادم حقیقت,کشتی‌گیر، داور کشتی و مدیر ورزشی (زاده ۱۳۰۸),"[{'text': 'سید محمد خادم حقیقت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AE%D8%A7%D8%AF%D9%85_%D8%AD%D9%82%DB%8C%D9%82%D8%AA'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AE%D8%A7%D8%AF%D9%85_%D8%AD%D9%82%DB%8C%D9%82%D8%AA,2024,2,5,<No English page found>,Seyyed Mohammad Khadem Haghighat,"Wrestler, Wrestling Referee and Sports Manager (born 2)"
1402,12,9,محمد توکل,پیشکسوت کشتی (زاده ۱۳۱۳),"[{'text': 'محمد توکل', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AA%D9%88%DA%A9%D9%84'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AA%D9%88%DA%A9%D9%84,2024,2,28,<No English page found>,Mohammad Tavakol,Veteran ship (born 2)
1402,12,15,جمشید عندلیبی,آهنگساز و نوازنده (زاده ۱۳۳۶),"[{'text': 'جمشید عندلیبی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%B9%D9%86%D8%AF%D9%84%DB%8C%D8%A8%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%B9%D9%86%D8%AF%D9%84%DB%8C%D8%A8%DB%8C,2024,3,5,<No English page found>,Jamshid Andalibi,Composer and musician (born 1)
1402,12,19,حمید بهبهانی,سیاستمدار (زاده ۱۳۱۹),"[{'text': 'حمید بهبهانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C,2024,3,9,https://en.wikipedia.org/wiki/Hamid_Behbahani,Hamid Behbahani,Politician (born 1)
1401,10,29,شهروز ملک آرایی,دوبلور و بازیگر,"[{'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'شهروز ملک آرایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%D9%88%D8%B2_%D9%85%D9%84%DA%A9%E2%80%8C%D8%A2%D8%B1%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%D9%88%D8%B2_%D9%85%D9%84%DA%A9%E2%80%8C%D8%A2%D8%B1%D8%A7%DB%8C%DB%8C,2023,1,19,<No English page found>,Shahrouz King,Double crystalline and actor
1403,11,16,صادق بریرانی,گرافیست، نقاش,"[{'text': 'صادق بریرانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%A8%D8%B1%DB%8C%D8%B1%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%A8%D8%B1%DB%8C%D8%B1%D8%A7%D9%86%DB%8C,2025,2,4,<No English page found>,Sadegh Barrani,"Graphicist, painter"
1073,5,8,شاه سلیمان یکم,هشتمین شاه ایران در زمان دودمان صفوی.,"[{'text': 'شاه سلیمان یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86_%DB%8C%DA%A9%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86_%DB%8C%DA%A9%D9%85,1694,7,29,https://en.wikipedia.org/wiki/Suleiman_I_of_Persia,Suleiman I of Persia,The eighth king of Iran during the Safavid dynasty.
1148,1,5,میر مهنا,از حاکمان ایران در زمان زندیان,"[{'text': 'میر مهنا', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1_%D9%85%D9%87%D9%86%D8%A7'}]",https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1_%D9%85%D9%87%D9%86%D8%A7,1769,3,24,<No English page found>,Mir Mahna,From the Iranian rulers in the time of Zandian
1157,12,11,کریم‌خان زند,نخستین پادشاه ایران از زندیان,"[{'text': 'کریم\u200cخان زند', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85%E2%80%8C%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%DB%8C%D9%85%E2%80%8C%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF,1779,3,2,https://en.wikipedia.org/wiki/Karim_Khan_Zand,Karim Khan Zand,The first king of Iran from Zandian
1163,11,23,علیمرادخان زند,ششمین شاه ایران از زندیان,"[{'text': 'علیمرادخان زند', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D9%85%D8%B1%D8%A7%D8%AF%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D9%85%D8%B1%D8%A7%D8%AF%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF,1785,2,11,https://en.wikipedia.org/wiki/Ali-Morad_Khan_Zand,Ali-Morad Khan Zand,Sixth King of Iran from Zandian
1167,11,4,جعفرخان زند,هفتمین پادشاه ایران از زندیان,"[{'text': 'جعفرخان زند', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF,1789,1,23,https://en.wikipedia.org/wiki/Jafar_Khan,Jafar Khan,The seventh king of Iran of Zandian
1170,4,10,محمدباقر وحید بهبهانی,فقیه و مجتهد شیعه,"[{'text': 'محمدباقر وحید بهبهانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D9%88%D8%AD%DB%8C%D8%AF_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D9%88%D8%AD%DB%8C%D8%AF_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C,1791,7,1,https://en.wikipedia.org/wiki/Muhammad_Baqir_Behbahani,Muhammad Baqir Behbahani,Shiite jurist
1176,3,28,آقامحمدخان قاجار,نخستین پادشاه ایران از قاجاریان به قتل رسید,"[{'text': 'آقامحمدخان قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1,1797,6,17,https://en.wikipedia.org/wiki/Agha_Mohammad_Khan_Qajar,Agha Mohammad Khan Qajar,The first king of Iran from the Qajaris was murdered
1213,8,2,فتحعلی‌شاه,دومین شاه ایران از دودمان قاجار,"[{'text': 'فتحعلی\u200cشاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C%E2%80%8C%D8%B4%D8%A7%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C%E2%80%8C%D8%B4%D8%A7%D9%87,1834,10,24,https://en.wikipedia.org/wiki/Fath-Ali_Shah_Qajar,Fath-Ali Shah Qajar,The second king of Iran from the Qajar dynasty
1223,1,2,محمدباقر شفتی,روحانی و فقیه,"[{'text': 'محمدباقر شفتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D8%B4%D9%81%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A8%D8%A7%D9%82%D8%B1_%D8%B4%D9%81%D8%AA%DB%8C,1844,3,22,https://en.wikipedia.org/wiki/Mohammad_Bagher_Shafti,Mohammad Bagher Shafti,Rouhani and the jurisprudent
1227,6,14,محمدشاه قاجار,سومین پادشاه قاجار,"[{'text': 'محمدشاه قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B4%D8%A7%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B4%D8%A7%D9%87,1848,9,5,https://en.wikipedia.org/wiki/Mohammad_Shah_Qajar,Mohammad Shah Qajar,The third king of Qajar
1230,10,20,امیرکبیر,نخستین صدراعظم ایران در زمان پادشاهی ناصرالدین‌شاه,"[{'text': 'امیرکبیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1,1852,1,10,https://en.wikipedia.org/wiki/Amir_Kabir,Amir Kabir,The first Iranian Chancellor during the reign of Nasser al -Din Shah
1234,9,29,فریدون میرزا,از فرزندان عباس میرزا,"[{'text': 'فریدون میرزا', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7,1855,12,20,https://en.wikipedia.org/wiki/Fereydun_Mirza,Fereydun Mirza,Of the children of Abbas Mirza
1243,12,28,میرزا آقاخان نوری,دومین صدراعظم ناصرالدین‌شاه,"[{'text': 'میرزا آقاخان نوری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%A2%D9%82%D8%A7%D8%AE%D8%A7%D9%86_%D9%86%D9%88%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%A2%D9%82%D8%A7%D8%AE%D8%A7%D9%86_%D9%86%D9%88%D8%B1%DB%8C,1865,3,18,https://en.wikipedia.org/wiki/Mirza_Aqa_Khan_Nuri,Mirza Aqa Khan Nuri,The second Chancellor of Nasser al -Din Shah
