years,title,links,day,month
1400.0,زمین‌لرزه سنخواست,[],27,2
1389.0,آزادی و بازگشت یکی از قاتلان شاپور بختیار یعنی علی وکیلی‌راد از فرانسه به ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شاپور بختیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1'}, {'text': 'علی وکیلی\u200cراد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%88%DA%A9%DB%8C%D9%84%DB%8C%E2%80%8C%D8%B1%D8%A7%D8%AF'}, {'text': 'فرانسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87'}]",28,2
1400.0,حادثه اردیبهشت هواپیمایی زاگرس,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'هواپیمایی زاگرس', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%B2%D8%A7%DA%AF%D8%B1%D8%B3'}]",28,2
1401.0,تیراندازی بنیاد مستضعفان ایلام,[],28,2
1402.0,رقم خوردن بدترین شکست تاریخ باشگاه فوتبال تراکتور در مقابل باشگاه فوتبال استقلال با نتیجه هفت بر یک,"[{'text': 'باشگاه فوتبال تراکتور', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%AA%D8%B1%D8%A7%DA%A9%D8%AA%D9%88%D8%B1'}]",28,2
1330.0,دولت موقت آمریکا تحت فشار شدید انگلستان اعلام کرد که شرکت‌های نفتی آمریکا در شرایط موجود (اختلاف ایران و انگلستان بر سر نفت) مایل به شرکت در فعالیت‌های نفتی ایران نیستند,"[{'text': 'آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}, {'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",29,2
1314.0,تأسیس فرهنگستان ایران به فرمان رضاشاه,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'فرهنگستان ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D9%86%DA%AF%D8%B3%D8%AA%D8%A7%D9%86_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",29,2
1341.0,آغاز بهره‌برداری از سد سفیدرود,"[{'text': 'سد سفیدرود', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%AF_%D8%B3%D9%81%DB%8C%D8%AF%D8%B1%D9%88%D8%AF'}]",29,2
1351.0,رقابت ۲۹ اردیبهشت تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در جام ملت‌های آسیا ۱۹۷۲,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۹ اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}]",29,2
1396.0,عظیم قیچی ساز موفق به فتح لوتسه شد,[],29,2
1302.0,انتشار نخستین دوره هفته‌نامه توفیق,[],30,2
1403.0,سانحه سقوط بالگرد در ورزقان,"[{'text': 'سانحه سقوط بالگرد در ورزقان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D8%B3%D9%82%D9%88%D8%B7_%D8%A8%D8%A7%D9%84%DA%AF%D8%B1%D8%AF_%D8%AF%D8%B1_%D9%88%D8%B1%D8%B2%D9%82%D8%A7%D9%86'}]",30,2
969.0,منعقد شدن عهدنامه فرهاد پاشا در میان دودمان صفوی با امپراتوری عثمانی,"[{'text': 'عهدنامه فرهاد پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7'}]",31,2
1392.0,وزارت کشور ایران اسامی نامزدهای تأیید صلاحیت شده یازدهمین دوره انتخابات ریاست‌جمهوری ایران را اعلام کرد,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",31,2
1402.0,انتشار خبر ناپدید شدن فرش‌های کاخ سعدآباد توسط خبرگزاری فارس,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ناپدید شدن فرش\u200cهای کاخ سعدآباد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D9%BE%D8%AF%DB%8C%D8%AF_%D8%B4%D8%AF%D9%86_%D9%81%D8%B1%D8%B4%E2%80%8C%D9%87%D8%A7%DB%8C_%DA%A9%D8%A7%D8%AE_%D8%B3%D8%B9%D8%AF%D8%A2%D8%A8%D8%A7%D8%AF'}]",31,2
1356.0,سیل لرستان,[],1,3
1395.0,انتشار گزارش مذاکره‌های سید روح‌الله خمینی با جیمی کارتر از رسانه بی‌بی‌سی,[],1,3
1397.0,آغاز اعتصاب سراسری کامیون‌داران در ایران,"[{'text': 'اعتصاب سراسری کامیون\u200cداران در ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B5%D8%A7%D8%A8_%DB%B1%DB%B3%DB%B9%DB%B7_%DA%A9%D8%A7%D9%85%DB%8C%D9%88%D9%86%E2%80%8C%D8%AF%D8%A7%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1,3
1385.0,اعتراض گسترده ترک های آذربایجان ایران به کاریکاتور منتشر شده توسط روزنامه ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",1,3
1404.0,اعتصاب کامیون‌داران,[],1,3
419.0,نبرد دندانقان,"[{'text': 'نبرد دندانقان', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AF%D9%86%D8%AF%D8%A7%D9%86%D9%82%D8%A7%D9%86'}]",2,3
1333.0,سیل خرمشهر,[],2,3
1376.0,برگزاری هفتمین انتخابات ریاست‌جمهوری ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2,3
1390.0,حادثه خمینی‌شهر,"[{'text': 'حادثه خمینی\u200cشهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AF%D8%AB%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C%E2%80%8C%D8%B4%D9%87%D8%B1'}]",2,3
1400.0,انفجار در صنایع شیمیایی نارگستر سپاهان,"[{'text': 'انفجار در صنایع شیمیایی نارگستر سپاهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1_%D8%AF%D8%B1_%D8%B5%D9%86%D8%A7%DB%8C%D8%B9_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C_%D9%86%D8%A7%D8%B1%DA%AF%D8%B3%D8%AA%D8%B1_%D8%B3%D9%BE%D8%A7%D9%87%D8%A7%D9%86'}]",2,3
1401.0,فروریختن ساختمان متروپل,"[{'text': 'فروریختن ساختمان متروپل', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%DB%8C%D8%AE%D8%AA%D9%86_%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86_%D9%85%D8%AA%D8%B1%D9%88%D9%BE%D9%84'}]",2,3
1401.0,آغاز اعتراضات خرداد ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",2,3
599.0,سپاه جبه نویان به دروازه های نیشابور رسید,"[{'text': 'جبه نویان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D9%87_%D9%86%D9%88%DB%8C%D8%A7%D9%86'}]",3,3
1302.0,زمین‌لرزه کاج‌درخت,[],3,3
1361.0,آزادسازی خرمشهر,"[{'text': 'آزادسازی خرمشهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%D8%B3%D8%A7%D8%B2%DB%8C_%D8%AE%D8%B1%D9%85%D8%B4%D9%87%D8%B1'}]",3,3
1370.0,حادثه ۳ خرداد ایلیوشین ایل-۷۶,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",3,3
1384.0,گشایش موزه هدایای ریاست‌جمهوری خاتمی,"[{'text': 'موزه هدایای ریاست\u200cجمهوری خاتمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B2%D9%87_%D9%87%D8%AF%D8%A7%DB%8C%D8%A7%DB%8C_%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%E2%80%8C%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%AE%D8%A7%D8%AA%D9%85%DB%8C'}]",3,3
1390.0,انفجار پالایشگاه نفت آبادان,"[{'text': 'پالایشگاه نفت آبادان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D9%84%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D9%86%D9%81%D8%AA_%D8%A2%D8%A8%D8%A7%D8%AF%D8%A7%D9%86'}]",3,3
1401.0,حادثه ۳ خرداد فروند چنگدو جی-۷ نهاجا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",3,3
1287.0,کشف نخستین چاه میدان نفتی مسجد سلیمان,"[{'text': 'میدان نفتی مسجد سلیمان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%D9%86%D9%81%D8%AA%DB%8C_%D9%85%D8%B3%D8%AC%D8%AF_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86'}]",5,3
1229.0,آغاز شورش بابیان نی‌ریز,"[{'text': 'شورش بابیان نی\u200cریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%B4_%D8%A8%D8%A7%D8%A8%DB%8C%D8%A7%D9%86_%D9%86%DB%8C%E2%80%8C%D8%B1%DB%8C%D8%B2'}]",6,3
1367.0,رقابت ۶ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال هنگ کنگ در مرحله مقدماتی جام جهانی فوتبال ۱۹۹۸ آسیا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",6,3
1393.0,حادثه ۶ خرداد پرواز آموزشی فروند هواپیمای نهسا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",6,3
1402.0,درگیری ایران و افغانستان,[],6,3
1280.0,امتیازنامه دارسی بین حکومت ایران با ویلیام ناکس دارسی امضا شد,"[{'text': 'امتیازنامه دارسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%AA%DB%8C%D8%A7%D8%B2%D9%86%D8%A7%D9%85%D9%87_%D8%AF%D8%A7%D8%B1%D8%B3%DB%8C'}]",7,3
1337.0,رقابت ۷ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در بازی‌های آسیایی ۱۹۵۸,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",7,3
1359.0,برگزاری نخستین جلسه رسمی دوره نخست مجلس شورای اسلامی‏,"[{'text': 'دوره نخست مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",7,3
1385.0,رونمایی رسمی لینوکس شریف در دانشگاه صنعتی شریف,"[{'text': 'لینوکس شریف', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%86%D9%88%DA%A9%D8%B3_%D8%B4%D8%B1%DB%8C%D9%81'}]",7,3
1388.0,بمب‌گذاری زاهدان,[],7,3
1397.0,علیرضا صباحی‌فرد به دستور سید علی خامنه‌ای به‌عنوان فرمانده قرارگاه پدافند هوایی خاتم‌الانبیا انتخاب شد,"[{'text': 'قرارگاه پدافند هوایی خاتم\u200cالانبیا', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A7%D8%B1%DA%AF%D8%A7%D9%87_%D9%BE%D8%AF%D8%A7%D9%81%D9%86%D8%AF_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%AE%D8%A7%D8%AA%D9%85%E2%80%8C%D8%A7%D9%84%D8%A7%D9%86%D8%A8%DB%8C%D8%A7'}]",7,3
1398.0,سید عبدالرحیم موسوی به دستور سید علی خامنه‌ای به‌عنوان فرمانده قرارگاه پدافند هوایی خاتم‌الانبیا انتخاب شد,"[{'text': 'قرارگاه پدافند هوایی خاتم\u200cالانبیا', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A7%D8%B1%DA%AF%D8%A7%D9%87_%D9%BE%D8%AF%D8%A7%D9%81%D9%86%D8%AF_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%AE%D8%A7%D8%AA%D9%85%E2%80%8C%D8%A7%D9%84%D8%A7%D9%86%D8%A8%DB%8C%D8%A7'}]",7,3
1367.0,رقابت ۸ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در جام ملت‌های آسیا ۱۹۸۸,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",8,3
1379.0,رقابت ۸ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مسابقات فوتبال غرب آسیا ۲۰۰۰,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",8,3
1393.0,سیل گلستان,[],8,3
1394.0,آغاز درگیری طایفه محمدی و محمدموسایی,"[{'text': 'درگیری طایفه محمدی و محمدموسایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C_%D8%B7%D8%A7%DB%8C%D9%81%D9%87%E2%80%8C%D8%A7%DB%8C_%D8%AF%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",8,3
1395.0,نخستین جلسه رسمی دوره دهم مجلس شورای اسلامی تشکیل شد,"[{'text': 'دوره دهم مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D8%AF%D9%87%D9%85_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",8,3
1402.0,برگزاری نخستین جلسه دادگاه الهه محمدی به شکل غیرعلنی به ریاست ابوالقاسم صلواتی,"[{'text': 'الهه محمدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%84%D9%87%D9%87_%D9%85%D8%AD%D9%85%D8%AF%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",8,3
1358.0,آغاز چهارشنبه سیاه خرمشهر,"[{'text': 'شنبه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'چهارشنبه', 'url': 'https://fa.wikipedia.org/wiki/%DA%86%D9%87%D8%A7%D8%B1%D8%B4%D9%86%D8%A8%D9%87'}, {'text': 'چهارشنبه سیاه خرمشهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF_%DB%B1%DB%B3%DB%B5%DB%B8_%D8%AE%D8%B1%D9%85%D8%B4%D9%87%D8%B1'}]",9,3
1371.0,آغاز شورش مشهد,[],9,3
1383.0,حادثه ۹ خرداد هلیکوپتر هوانیروز ارتش جمهوری اسلامی ایران,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",9,3
1402.0,برگزاری نخستین جلسه دادگاه نیلوفر حامدی به شکل غیرعلنی به ریاست ابوالقاسم صلواتی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نیلوفر حامدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D9%84%D9%88%D9%81%D8%B1_%D8%AD%D8%A7%D9%85%D8%AF%DB%8C'}]",9,3
1402.0,ضرب و شتم خبرنگار توسط محافظان سید حسن خمینی,"[{'text': 'سید حسن خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}]",9,3
1226.0,دومین عهدنامه از عهدنامه‌های ارزروم بین ایران و امپراتوری عثمانی امضا شد.,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D8%A7%D9%87%D8%AF%D9%87'}, {'text': 'عهدنامه\u200cهای ارزروم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A7%D8%B1%D8%B2%D8%B1%D9%88%D9%85'}]",10,3
220.0,اعدام بابک خرمدین,"[{'text': 'بابک خرمدین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%A8%DA%A9_%D8%AE%D8%B1%D9%85%D8%AF%DB%8C%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",10,3
1288.0,پایان تحصن روحانیون مشروطه خواه در حرم شاه عبدالعظیم و مردمی که در سفارت عثمانی گرد آمده بودند، از تحصن خارج شدند,"[{'text': 'حرم شاه عبدالعظیم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B1%D9%85_%D8%B4%D8%A7%D9%87_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D8%B8%DB%8C%D9%85'}]",11,3
1363.0,صدور قطعنامه ۵۵۲ شورای امنیت به دنبال شکایت کشورهای عضو کشورهای عضو شورای همکاری خلیج فارس علیه جمهوری اسلامی ایران مبنی بر حمله به کشتی‌هایشان,"[{'text': 'خلیج فارس', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D8%AC_%D9%81%D8%A7%D8%B1%D8%B3'}]",11,3
1366.0,حزب جمهوری اسلامی بر اثر اختلاف‌های داخلی اش منحل گردید.,"[{'text': 'حزب جمهوری اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B2%D8%A8_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",11,3
1387.0,سنگ‌نوشته‌ای به زبان پارسی باستان که به‌عنوان سندی دیگر دربارهٔ نام خلیج فارس است توسط افرادی مخفیانه به‌طور تعمدی تخریب شد,"[{'text': 'خلیج فارس', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D8%AC_%D9%81%D8%A7%D8%B1%D8%B3'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'پارسی باستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D8%A8%D8%A7%D9%86_%D9%81%D8%A7%D8%B1%D8%B3%DB%8C_%D8%A8%D8%A7%D8%B3%D8%AA%D8%A7%D9%86'}]",11,3
1399.0,آغاز آتش‌سوزی جنگل‌های زاگرس,"[{'text': 'آتش\u200cسوزی جنگل\u200cهای زاگرس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%B3%D9%88%D8%B2%DB%8C_%D8%AC%D9%86%DA%AF%D9%84%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B2%D8%A7%DA%AF%D8%B1%D8%B3'}]",11,3
1400.0,حادثه ۱۱ خرداد فروند نورثروپ اف-۵ نهاجا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۱ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B1_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",11,3
1286.0,بنیان‌گذاری شهرداری تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'شهرداری تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",12,3
1393.0,طوفان تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",12,3
1397.0,حادثه ۱۲ خرداد فروند چنگدو جی-۷,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۲ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",12,3
1400.0,آتش‌سوزی در پالایشگاه نفت تهران,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'پالایشگاه نفت تهران', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D9%84%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D9%86%D9%81%D8%AA_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",12,3
1357.0,رقابت ۱۳ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال هلند در جام جهانی فوتبال  ۱۹۷۸,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۳ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",13,3
1379.0,رقابت تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مسابقات فوتبال غرب آسیا ۲۰۰۰,[],13,3
1387.0,رقابت تیم ملی فوتبال ایران با تیم ملی فوتبال امارات در مرحله مقدماتی جام جهانی فوتبال ۲۰۱۰ (آسیا),[],13,3
1388.0,مناظره تلویزیونی میان محمود احمدی‌نژاد و میرحسین موسوی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",13,3
1396.0,انفجار مرکز خرید نصر شیراز,"[{'text': 'انفجار مرکز خرید نصر شیراز', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1_%D9%85%D8%B1%DA%A9%D8%B2_%D8%AE%D8%B1%DB%8C%D8%AF_%D9%86%D8%B5%D8%B1_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2'}]",13,3
1400.0,رقابت ۱۳ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال هنگ کنگ در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا) و مرحله مقدماتی جام ملت‌های آسیا ۲۰۲۳,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}, {'text': '۳ خرداد', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",13,3
1402.0,آغاز اجرا شدن طرح شبکه ملی اعتبار,"[{'text': 'شبکه ملی اعتبار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A8%DA%A9%D9%87_%D9%85%D9%84%DB%8C_%D8%A7%D8%B9%D8%AA%D8%A8%D8%A7%D8%B1'}]",13,3
1356.0,سیل تاکستان قزوین و طارم علیا زنجان,[],14,3
