day,month,person,details,person_links,year
6.0,9.0,جمال‌الدین مستقیمی,استاد علم آناتومی در ایران (زاده ۱۲۹۴),"[{'text': 'جمال\u200cالدین مستقیمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%B3%D8%AA%D9%82%DB%8C%D9%85%DB%8C'}]",1384
8.0,9.0,ناصر کارفرسا,فوتبالیست و بنیان‌گذار باشگاه تاج اصفهان (زاده ۱۳۰۲),"[{'text': 'ناصر کارفرسا', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%DA%A9%D8%A7%D8%B1%D9%81%D8%B1%D8%B3%D8%A7'}]",1384
9.0,9.0,سید مهدی چیتی,نقاش و مجسمه ساز (زاده ۱۲۷۸),"[{'text': 'سید مهدی چیتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%87%D8%AF%DB%8C_%DA%86%DB%8C%D8%AA%DB%8C'}]",1384
16.0,9.0,منوچهر نوذری,هنرمند پیشکسوت (زادهٔ ۱۳۱۵),"[{'text': 'منوچهر نوذری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%86%D9%88%D8%B0%D8%B1%DB%8C'}]",1384
14.0,10.0,سعید کاظمی آشتیانی,رئیس پژوهشکده رویان {مرگ مشکوک} (زاده ۱۳۴۰),"[{'text': 'سعید کاظمی آشتیانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C'}]",1384
19.0,10.0,احمد کاظمی,فرمانده نیروی زمینی سپاه پاسداران (زاده ١۳۳٨),"[{'text': 'احمد کاظمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C'}]",1384
19.0,10.0,شهادت غلامرضا یزدانی,از فرماندهان توپخانه و موشکی سپاه پاسداران(زاده ۱۳۴۰),"[{'text': 'غلامرضا یزدانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%DB%8C'}]",1384
19.0,10.0,شهادت سعید سلیمانی,از فرماندهان عملیات سپاه پاسداران(زاده ۱۳۴۰),[],1384
19.0,10.0,سعید مهتدی جعفری,فرمانده لشکر ۲۷ محمد رسول الله(زاده ١۳۳۷),[],1384
20.0,10.0,سراج‌الدین کازرونی,وزیر مسکن و شهرسازی در دوران ریاست جمهوری سید علی خامنه‌ای و اکبر هاشمی رفسنجانی (زاده ۱۳۲۵),"[{'text': 'سراج\u200cالدین کازرونی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D8%A7%D8%AC%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%DA%A9%D8%A7%D8%B2%D8%B1%D9%88%D9%86%DB%8C'}]",1384
25.0,10.0,غلامرضا طباطبایی,بازیگر (زاده ۱۳۱۹),"[{'text': 'غلامرضا طباطبایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C'}]",1384
29.0,10.0,محمود مشرف تهرانی,شاعر (زادهٔ ۱۳۱۲),"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",1384
2.0,11.0,حبیب‌الله شفیق,سیاستمدار و از بنیان‌گذاران حزب موتلفه اسلامی (زاده ۱۳۱۰),"[{'text': 'حبیب\u200cالله شفیق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B4%D9%81%DB%8C%D9%82'}]",1384
12.0,11.0,محمدرحیم متقی ایروانی,کارآفرین و بنیان‌گذار کفش ملی (زاده ۱۲۹۹),"[{'text': 'محمدرحیم متقی ایروانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%AD%DB%8C%D9%85_%D9%85%D8%AA%D9%82%DB%8C_%D8%A7%DB%8C%D8%B1%D9%88%D8%A7%D9%86%DB%8C'}]",1384
18.0,11.0,مجید سبزی,فوتبالیست (زاده ۱۳۳۷),"[{'text': 'مجید سبزی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%B3%D8%A8%D8%B2%DB%8C'}]",1384
19.0,11.0,علی فلسفی,مجتهد (زاده ۱۲۹۹),"[{'text': 'علی فلسفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%81%D9%84%D8%B3%D9%81%DB%8C'}]",1384
23.0,11.0,احمد مدنی,سیاستمدار ایرانی. (زاده ۱۳۰۸),"[{'text': 'احمد مدنی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%D8%AF%D9%86%DB%8C'}]",1384
25.0,11.0,امیر حیاتی,نوازنده تنبور (زاده ۱۳۰۰),"[{'text': 'امیر حیاتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%AD%DB%8C%D8%A7%D8%AA%DB%8C'}]",1384
30.0,11.0,بهرام اردبیلی,شاعر (زاده ۱۳۲۱),"[{'text': 'بهرام اردبیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%A7%D8%B1%D8%AF%D8%A8%DB%8C%D9%84%DB%8C'}]",1384
17.0,12.0,عباس شاپوری,آهنگساز و نوازنده ویولون (زاده ۱۳۰۲),"[{'text': 'عباس شاپوری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%B4%D8%A7%D9%BE%D9%88%D8%B1%DB%8C'}]",1384
19.0,12.0,ملیحه نظری,بازیگر (زاده ۱۳۱۷),"[{'text': 'ملیحه نظری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%84%DB%8C%D8%AD%D9%87_%D9%86%D8%B8%D8%B1%DB%8C'}]",1384
22.0,12.0,جواد تقدسی,بازیگر (زاده ۱۳۰۱),"[{'text': 'جواد تقدسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%88%D8%A7%D8%AF_%D8%AA%D9%82%D8%AF%D8%B3%DB%8C'}]",1384
22.0,12.0,منصور یاحقی,نوازنده سنتور (زاده ۱۳۰۳),"[{'text': 'منصور یاحقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%DB%8C%D8%A7%D8%AD%D9%82%DB%8C'}]",1384
24.0,12.0,علی تجویدی,نوازنده و آهنگساز و پژوهشگر و مؤلف (زادهٔ ۱۲۹۸),"[{'text': 'علی تجویدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AA%D8%AC%D9%88%DB%8C%D8%AF%DB%8C'}]",1384
29.0,12.0,سید فضل‌الله طباطبایی یزدی,فقیه و محدث ایرانی، از فعالان و پیشگامان چاپ و نشر مذهبی در ایران (زادهٔ ۱۳۰۳),[],1384
1.0,1.0,خدیجه ثقفی,همسر روح‌الله خمینی. (زاده ۱۲۹۲),"[{'text': 'خدیجه ثقفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%AF%DB%8C%D8%AC%D9%87_%D8%AB%D9%82%D9%81%DB%8C'}]",1388
3.0,1.0,اردشیر کشاورزی,نویسنده و مترجم ایرانی (زاده ۱۳۲۴),"[{'text': 'اردشیر کشاورزی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%DB%8C'}]",1388
24.0,1.0,رضا فاضلی,بازیگر و مجری برنامه‌های تلویزیون. (زاده ۱۳۱۴),"[{'text': 'رضا فاضلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%81%D8%A7%D8%B6%D9%84%DB%8C'}]",1388
26.0,1.0,فرح‌بخش ستودی نمین,مورخ ایرانی. (زاده ۱۳۲۱),"[{'text': 'فرح\u200cبخش ستودی نمین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AD%E2%80%8C%D8%A8%D8%AE%D8%B4_%D8%B3%D8%AA%D9%88%D8%AF%DB%8C_%D9%86%D9%85%DB%8C%D9%86'}]",1388
31.0,1.0,نصرت‌الله امینی,سیاست‌مدار ایرانی (زاده ۱۲۹۴),"[{'text': 'نصرت\u200cالله امینی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%B5%D8%B1%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%85%DB%8C%D9%86%DB%8C'}]",1388
4.0,2.0,بیژن ترقی,شاعر و ترانه‌سرای ایرانی. (زاده ۱۳۰۸),"[{'text': 'بیژن ترقی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%AA%D8%B1%D9%82%DB%8C'}]",1388
10.0,2.0,عزیز دولت‌آبادی,شاعر ایرانی (زاده ۱۳۰۱),"[{'text': 'عزیز دولت\u200cآبادی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%DB%8C%D8%B2_%D8%AF%D9%88%D9%84%D8%AA%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C'}]",1388
11.0,2.0,رضا سیدحسینی,نویسنده و مترجم ایرانی. (زاده ۱۳۰۵),"[{'text': 'رضا سیدحسینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B3%DB%8C%D8%AF%D8%AD%D8%B3%DB%8C%D9%86%DB%8C'}]",1388
16.0,2.0,پیمان ابدی,بدلکار ایرانی، در حین ایفای یک صحنهٔ اکشن، جان خود را از دست داد. (زاده ۱۳۵۱),"[{'text': 'پیمان ابدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%D8%A7%D8%A8%D8%AF%DB%8C'}]",1388
18.0,2.0,حسین ببی,نوازنده دایره اهل ایران (زاده ۱۳۱۵),"[{'text': 'حسین ببی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D8%A8%DB%8C'}]",1388
25.0,2.0,محمدامین ریاحی: ادیب,مورخ و پژوهشگر ایرانی (زاده ۱۳۰۲).,"[{'text': 'محمدامین ریاحی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%85%DB%8C%D9%86_%D8%B1%DB%8C%D8%A7%D8%AD%DB%8C'}]",1388
27.0,2.0,محمدتقی بهجت فومنی,از عرفای به‌نام و از مراجع تقلید شیعه (زاده ۱۲۹۵),"[{'text': 'محمدتقی بهجت', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D9%87%D8%AC%D8%AA'}, {'text': 'محمدتقی بهجت فومنی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D9%87%D8%AC%D8%AA'}]",1388
31.0,2.0,قاله مره نوازنده شمشال اهل بوکان,,"[{'text': 'نوازنده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%DB%8C%D9%82%DB%8C%E2%80%8C%D8%AF%D8%A7%D9%86'}]",1388
10.0,3.0,حسن شجاعی,خواننده ایرانی (زاده ۱۳۲۰),"[{'text': 'حسن شجاعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C'}]",1388
12.0,3.0,پروین سلیمانی,بازیگر ایرانی. (زاده ۱۳۰۱),"[{'text': 'پروین سلیمانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C'}]",1388
19.0,3.0,محمد فرخی,سیاست‌مدار ایرانی (زاده ؟),"[{'text': 'محمد فرخی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%81%D8%B1%D8%AE%DB%8C'}]",1388
20.0,3.0,محمدامین میرفندرسکی,معمار ایرانی (زاده ۱۳۱۰),"[{'text': 'محمدامین میرفندرسکی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D9%85%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D9%81%D9%86%D8%AF%D8%B1%D8%B3%DA%A9%DB%8C'}]",1388
22.0,3.0,مصطفی کاشانی رسا,از کشته شدگان تظاهرات‌ها و اعتراض‌های مردمی پس از انتخابات در ایران (زاده ؟),"[{'text': 'مصطفی کاشانی رسا', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C_%D8%B1%D8%B3%D8%A7'}]",1388
23.0,3.0,مهین بزرگی,صداپیشه ایرانی (زاده ۱۳۱۴),"[{'text': 'مهین بزرگی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%D8%A8%D8%B2%D8%B1%DA%AF%DB%8C'}]",1388
23.0,3.0,میثم عبادی,از کشته شدگان تظاهرات‌ها و اعتراض‌های مردمی پس از انتخابات در ایران (زاده ۱۳۷۱),"[{'text': 'میثم عبادی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%AB%D9%85_%D8%B9%D8%A8%D8%A7%D8%AF%DB%8C'}]",1388
7.0,4.0,جعفر بروایه,از کشته شدگان تظاهرات‌ها و اعتراض‌های مردمی پس از انتخابات در ایران (زاده ؟),"[{'text': 'جعفر بروایه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%B9%D9%81%D8%B1_%D8%A8%D8%B1%D9%88%D8%A7%DB%8C%D9%87'}]",1388
8.0,4.0,محمد حقوقی,شاعر و منتقد ادبی اهل ایران (زاده ۱۳۱۶),"[{'text': 'محمد حقوقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D9%82%D9%88%D9%82%DB%8C'}]",1388
10.0,4.0,یعقوب بروایه,از کشته شدگان تظاهرات‌ها و اعتراض‌های مردمی پس از انتخابات در ایران (زاده ۱۳۶۱),"[{'text': 'یعقوب بروایه', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%B9%D9%82%D9%88%D8%A8_%D8%A8%D8%B1%D9%88%D8%A7%DB%8C%D9%87'}]",1388
12.0,4.0,جمشید شیبانی,خواننده ایرانی (زاده ۱۳۰۱),"[{'text': 'جمشید شیبانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%B4%DB%8C%D8%A8%D8%A7%D9%86%DB%8C'}]",1388
15.0,4.0,شهریار فریوسفی,آهنگساز و نوازنده تار و سه تار ایرانی (زاده ۱۳۳۵),"[{'text': 'شهریار فریوسفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1_%D9%81%D8%B1%DB%8C%D9%88%D8%B3%D9%81%DB%8C'}]",1388
18.0,4.0,مهدی آذر یزدی,نویسنده و شاعر ایرانی (زاده ۱۳۰۰),"[{'text': 'مهدی آذر یزدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A2%D8%B0%D8%B1_%DB%8C%D8%B2%D8%AF%DB%8C'}]",1388
22.0,4.0,فرخ‌لقا هوشمند,بازیگر ایرانی. (زاده ۲۵ اسفند ۱۳۰۷),"[{'text': 'فرخ\u200cلقا هوشمند', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AE%E2%80%8C%D9%84%D9%82%D8%A7_%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF'}]",1388
23.0,4.0,امیر جوادی‌فر,از کشته شده در بازداشتگاه کهریزک (زاده ۱۳۶۳),"[{'text': 'امیر جوادی\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%AC%D9%88%D8%A7%D8%AF%DB%8C%E2%80%8C%D9%81%D8%B1'}]",1388
24.0,4.0,مارتیک درآوانسیان,پدر اورتپدی ایران (زاده ۱۳۱۶),"[{'text': 'مارتیک درآوانسیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D8%B1%D8%AA%DB%8C%DA%A9_%D8%AF%D8%B1%D8%A2%D9%88%D8%A7%D9%86%D8%B3%DB%8C%D8%A7%D9%86'}]",1388
24.0,4.0,لئون داویدیان,روانپزشک و سیاست‌مدار ایرانی (زاده ۱۳۲۳),"[{'text': 'لئون داویدیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D9%88%D9%88%D9%86_%D8%AF%D8%A7%D9%88%DB%8C%D8%AF%DB%8C%D8%A7%D9%86'}]",1388
24.0,4.0,عبدی یمینی,آهنگساز و تنظیم‌کننده (زاده ۱۳۳۲),"[{'text': 'عبدی یمینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%DB%8C_%DB%8C%D9%85%DB%8C%D9%86%DB%8C'}]",1388
24.0,4.0,محسن روح‌الامینی,از کشته شدگان در بازداشتگاه کهریزک (زاده ؟),"[{'text': 'محسن روح\u200cالامینی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%B1%D9%88%D8%AD%E2%80%8C%D8%A7%D9%84%D8%A7%D9%85%DB%8C%D9%86%DB%8C'}]",1388
25.0,4.0,اسماعیل فصیح,داستان‌نویس و مترجم ایرانی. (زاده ۱۳۱۳),"[{'text': 'اسماعیل فصیح', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%81%D8%B5%DB%8C%D8%AD'}]",1388
26.0,4.0,مصطفی کیارستمی,از کشته شدگان تظاهرات‌ها و اعتراض‌های مردمی پس از انتخابات در ایران (زاده ۱۳۶۶),"[{'text': 'مصطفی کیارستمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%DA%A9%DB%8C%D8%A7%D8%B1%D8%B3%D8%AA%D9%85%DB%8C'}]",1388
27.0,4.0,رامین قهرمانی,از جانباختگان بازداشتگاه کهریزک (زاده ۱۳۵۸),"[{'text': 'رامین قهرمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D9%85%DB%8C%D9%86_%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86%DB%8C'}]",1388
2.0,5.0,مهدی دادپی,از فرمانده‌های نیروی هوایی ارتش در جنگ ایران و عراق (زاده ۱۳۱۹),"[{'text': 'مهدی دادپی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%AF%D8%A7%D8%AF%D9%BE%DB%8C'}]",1388
6.0,5.0,سیف‌الله داد,تهیه‌کننده، فیلمنامه‌نویس و کارگردان ایرانی (زاده ۱۳۳۴),"[{'text': 'سیف\u200cالله داد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%81%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D8%A7%D8%AF'}]",1388
7.0,5.0,علیرضا داوودی,فعال حقوق کارگران و فعال حقوق زنان (زاده ۱۳۶۲),"[{'text': 'علیرضا داوودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%AF%D8%A7%D9%88%D9%88%D8%AF%DB%8C'}]",1388
15.0,5.0,احمد نجاتی کارگر,از معترضین به حکومت جمهوری اسلامی (زاده ۱۳۶۶),"[{'text': 'احمد نجاتی کارگر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%86%D8%AC%D8%A7%D8%AA%DB%8C_%DA%A9%D8%A7%D8%B1%DA%AF%D8%B1'}]",1388
19.0,5.0,بهجت صدر,نقاش ایرانی (زاده ۱۳۰۳),"[{'text': 'بهجت صدر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%AC%D8%AA_%D8%B5%D8%AF%D8%B1'}]",1388
19.0,5.0,حسین لشکری,سرلشکر خلبان نیروی هوایی ارتش جمهوری اسلامی ایران و جانباز (زاده ۱۳۳۱),"[{'text': 'حسین لشکری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%84%D8%B4%DA%AF%D8%B1%DB%8C'}]",1388
25.0,5.0,حسن یوسف‌زمانی,آهنگساز و موسیقی دان ایرانی (زاده ۱۳۱۰),"[{'text': 'حسن یوسف\u200cزمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%DB%8C%D9%88%D8%B3%D9%81%E2%80%8C%D8%B2%D9%85%D8%A7%D9%86%DB%8C'}]",1388
31.0,5.0,بزرگ محمودی,که فیلم بدون دخترم هرگز، در مورد او و مردم ایران ساخته شد. (زاده ۱۳۱۸),"[{'text': 'بزرگ محمودی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A8%D8%B2%D8%B1%DA%AF_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C'}]",1388
4.0,6.0,همایون صنعتی‌زاده,کارآفرین، نویسنده و مترجم ایرانی (زاده ۱۳۰۴),"[{'text': 'همایون صنعتی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%85%D8%A7%DB%8C%D9%88%D9%86_%D8%B5%D9%86%D8%B9%D8%AA%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1388
5.0,6.0,رضا ارشدی,شیمیدان ایرانی (زاده ۱۳۲۲),"[{'text': 'رضا ارشدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%A7%D8%B1%D8%B4%D8%AF%DB%8C'}]",1388
13.0,6.0,مشفق همدانی,خبرنگار و مترجم ایرانی (زاده ۱۲۹۱),"[{'text': 'مشفق همدانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B4%D9%81%D9%82_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C'}]",1388
29.0,6.0,پرویز مشکاتیان,آهنگساز، موسیقی‌دان، نوازنده سرشناس سنتور، استاد دانشگاه و پژوهشگر نامی ایران. (زادهٔ ۲۴ اردیبهشت ۱۳۳۴),"[{'text': 'پرویز مشکاتیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D9%85%D8%B4%DA%A9%D8%A7%D8%AA%DB%8C%D8%A7%D9%86'}]",1388
4.0,7.0,مصطفی گرگین‌زاده,نوازنده ترومپت ایرانی (زاده ۱۳۰۱),"[{'text': 'مصطفی گرگین\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%DA%AF%D8%B1%DA%AF%DB%8C%D9%86%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",1388
7.0,7.0,رزا حسن‌زاده آژیری,خبرنگار ایرانی (زاده ۱۳۶۰),"[{'text': 'رزا حسن\u200cزاده آژیری', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B2%D8%A7_%D8%AD%D8%B3%D9%86%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87_%D8%A2%DA%98%DB%8C%D8%B1%DB%8C'}]",1388
7.0,7.0,امیر زمانی‌فر,خبرنگار ایرانی (زاده ۱۳۵۸),"[{'text': 'امیر زمانی\u200cفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%B2%D9%85%D8%A7%D9%86%DB%8C%E2%80%8C%D9%81%D8%B1'}]",1388
26.0,7.0,نورعلی شوشتری,جانشین فرمانده نیروی زمینی سپاه {ترور} (زاده ۱۳۲۷),"[{'text': 'نورعلی شوشتری', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%B9%D9%84%DB%8C_%D8%B4%D9%88%D8%B4%D8%AA%D8%B1%DB%8C'}]",1388
26.0,7.0,رجبعلی محمدزاده,فرمانده سپاه استان سیستان و بلوچستان {ترور} (زاده ۱۳۴۰),"[{'text': 'رجبعلی محمدزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%AC%D8%A8%D8%B9%D9%84%DB%8C_%D9%85%D8%AD%D9%85%D8%AF%D8%B2%D8%A7%D8%AF%D9%87'}]",1388
1.0,8.0,رزا منتظمی,استاد آشپزی و نویسنده کتاب «هنر آشپزی» (زادهٔ ۱۳۰۱),"[{'text': 'رزا منتظمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B2%D8%A7_%D9%85%D9%86%D8%AA%D8%B8%D9%85%DB%8C'}]",1388
10.0,8.0,مسعود رسام,کارگردان و تهیه‌کننده تلویزیونی ایرانی (زاده ۱۳۳۶),"[{'text': 'مسعود رسام', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D8%B1%D8%B3%D8%A7%D9%85'}]",1388
17.0,8.0,محسن آراسته,بازیگر ایرانی (زاده ۱۳۱۵),"[{'text': 'محسن آراسته', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%A2%D8%B1%D8%A7%D8%B3%D8%AA%D9%87'}]",1388
17.0,8.0,امیر قویدل,فیلمنامه‌نویس و کارگردان ایرانی (زاده ۱۳۲۶),"[{'text': 'امیر قویدل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D9%82%D9%88%DB%8C%D8%AF%D9%84'}]",1388
18.0,8.0,مهدی سحابی,نویسنده، نقاش و مترجم ایرانی (زاده ۱۳۲۳),"[{'text': 'مهدی سحابی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%B3%D8%AD%D8%A7%D8%A8%DB%8C'}]",1388
19.0,8.0,رامین پوراندرجانی,پزشک بازداشتگاه کهریزک (زاده ۱۳۶۲),"[{'text': 'رامین پوراندرجانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DA%AF_%D8%B1%D8%A7%D9%85%DB%8C%D9%86_%D9%BE%D9%88%D8%B1%D8%A7%D9%86%D8%AF%D8%B1%D8%AC%D8%A7%D9%86%DB%8C'}]",1388
