year,title,links,day,month
1315,افتتاح پل ورسک در سوادکوه، مازندران,"[{'text': 'مازندران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86_%D9%85%D8%A7%D8%B2%D9%86%D8%AF%D8%B1%D8%A7%D9%86'}, {'text': 'پل ورسک', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%84_%D9%88%D8%B1%D8%B3%DA%A9'}]",16,2
1354,سیل گاماسیاب نهاوند و منجرمویی لردگان,[],16,2
1401,آغاز اعتراضات کارگران ایران,[],16,2
1324,تسلیم بدون قید و شرط آلمان نازی و پایان جنگ جهانی دوم در اروپا,"[{'text': 'آلمان نازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%84%D9%85%D8%A7%D9%86_%D9%86%D8%A7%D8%B2%DB%8C'}, {'text': 'جنگ جهانی دوم', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D8%AF%D9%88%D9%85'}]",17,2
1329,بازگرداندن پیکر بی‌جان رضاشاه به ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}]",17,2
1329,چاپ دو سری تمبر تدفین رضاشاه پهلوی,"[{'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}]",17,2
1352,رقابت ۱۸ اردیبهشت تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مرحله مقدماتی جام جهانی فوتبال ۱۹۷۴ (آسیا و اقیانوسیه),"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۸ اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%DB%B8_%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}]",18,2
1397,خروج آمریکا از برجام,"[{'text': 'خروج آمریکا از برجام', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D9%88%D8%AC_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7_%D8%A7%D8%B2_%D8%A8%D8%B1%D8%AC%D8%A7%D9%85'}]",18,2
1385,سیل دشت مغان اردبیل,[],19,2
1399,زمین‌لرزه دماوند,[],19,2
1347,رقابت ۲۰ اردیبهشت تیم ملی فوتبال ایران با تیم ملی فوتبال هنگ کنگ در جام ملت‌های آسیا ۱۹۶۸,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",20,2
1376,زمین‌لرزه قائن,[],20,2
1388,انتشار آلبوم تقدیر، شادمهر عقیلی.,"[{'text': 'تقدیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D9%86%D9%88%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شادمهر عقیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D8%AF%D9%85%D9%87%D8%B1_%D8%B9%D9%82%DB%8C%D9%84%DB%8C'}]",20,2
1393,حادثه ۲۰ اردیبهشت هواپیمای فوکر ۱۰۰ پرواز شماره ۸۰۵۳ هواپیمایی آسمان,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",20,2
1402,بازگشایی سومین پایگاه بالگردی هوانیروز سپاه در زاهدان,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}, {'text': 'هوانیروز سپاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%86%DB%8C%D8%B1%D9%88%D8%B2_%D8%B3%D9%BE%D8%A7%D9%87'}]",20,2
1392,زمین‌لرزه گوهران,[],21,2
1399,سانحه شناور پشتیبان کنارک,"[{'text': 'سانحه شناور پشتیبان کنارک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D8%B4%D9%86%D8%A7%D9%88%D8%B1_%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86_%DA%A9%D9%86%D8%A7%D8%B1%DA%A9'}]",21,2
1385,جنجال کاریکاتور روزنامه ایران,"[{'text': 'جنجال کاریکاتور روزنامه ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%AC%D8%A7%D9%84_%DA%A9%D8%A7%D8%B1%DB%8C%DA%A9%D8%A7%D8%AA%D9%88%D8%B1_%D8%B1%D9%88%D8%B2%D9%86%D8%A7%D9%85%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",22,2
1401,آغاز اعتراضات اردیبهشت ایران,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",22,2
13,نبرد ۶۳۴ بابل,[],23,2
1358,لغو قانون اجازه استفاده مستشاران نظامی آمریکایی از بند دوم کنوانسیون وین‌ توسط نظام جمهوری اسلامی ایران,[],23,2
1396,زمین‌لرزه‌های خراسان شمالی,[],23,2
1403,بازداشت صادق زیباکلام به اتهام نشر مطالب خلاف واقع و فعالیت تبلیغی علیه نظام جمهوری اسلامی ایران,"[{'text': 'صادق زیباکلام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D8%B2%DB%8C%D8%A8%D8%A7%DA%A9%D9%84%D8%A7%D9%85'}]",23,2
1346,گشایش کارخانه ویژه ایران خودرو,"[{'text': 'ایران خودرو', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AE%D9%88%D8%AF%D8%B1%D9%88'}]",24,2
1349,گزارش دولت ایران توسط امیرعباس هویدا و عباسعلی خلعتبری از نتیجه مراجعه ایران به سازمان ملل برای حل مسئله بحرین به مجلس شورای ملی با ۱۸۷ رأی موافق و ۴ رأی مخالف از ۱۹۱ نمایندهٔ حاضر تصویب شد,[],24,2
1353,انجمن حسابداران خبره ایران به شماره ۱۵۰۰ در اداره ثبت شرکت‌ها و مالکیت صنعتی ثبت شد,"[{'text': 'انجمن حسابداران خبره ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D8%AC%D9%85%D9%86_%D8%AD%D8%B3%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%AE%D8%A8%D8%B1%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",24,2
1325,بنیان‌گذاری باشگاه فوتبال برق شیراز,"[{'text': 'باشگاه فوتبال برق شیراز', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%A8%D8%B1%D9%82_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2'}]",25,2
1352,رقابت ۲۵ اردیبهشت تیم ملی فوتبال ایران با تیم ملی فوتبال سوریه در مرحله مقدماتی جام جهانی فوتبال ۱۹۷۴ (آسیا و اقیانوسیه),"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۵ اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}]",25,2
1394,بازی تراکتورسازی و نفت تهران,"[{'text': 'بازی تراکتورسازی و نفت تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%DB%8C_%D8%AA%D8%B1%D8%A7%DA%A9%D8%AA%D9%88%D8%B1%D8%B3%D8%A7%D8%B2%DB%8C_%D9%88_%D9%86%D9%81%D8%AA_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",25,2
1401,آغاز اعتراضات بازنشستگان تأمین اجتماعی,[],25,2
1383,فاز نخست از فرودگاه بین‌المللی امام خمینی با حضور وزیر راه و ترابری و مقام‌های داخلی و خارجی بازگشایی شد,"[{'text': 'فرودگاه بین\u200cالمللی امام خمینی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%AF%DA%AF%D8%A7%D9%87_%D8%A8%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%85%D9%84%D9%84%DB%8C_%D8%A7%D9%85%D8%A7%D9%85_%D8%AE%D9%85%DB%8C%D9%86%DB%8C'}]",26,2
1389,بازداشت احمد یزدانفر,"[{'text': 'احمد یزدانفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%D9%81%D8%B1'}]",26,2
1403,سیل مشهد,[],26,2
1018,بین ایران و امپراتوری عثمانی عهدنامه زهاب امضا شد,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه زهاب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B2%D9%87%D8%A7%D8%A8'}]",27,2
1317,افتتاح تونل کندوان به طول حدود ۱۸۸۴ متر,"[{'text': 'تونل کندوان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%86%D9%84_%DA%A9%D9%86%D8%AF%D9%88%D8%A7%D9%86'}]",27,2
1330,سفیر انگلستان با تسلیم یادداشت تذکری به دولت ایران قانون ملی‌شدن صنعت نفت را خلاف قوانین بین‌المللی اعلام کرد,"[{'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'سفیر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%81%DB%8C%D8%B1'}, {'text': 'ملی\u200cشدن صنعت نفت', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D9%86%D9%88%D9%86_%D9%85%D9%84%DB%8C%E2%80%8C%D8%B4%D8%AF%D9%86_%D8%B5%D9%86%D8%B9%D8%AA_%D9%86%D9%81%D8%AA'}]",27,2
1348,ورود تیمور بختیار، رئیس پیشین ساواک به عراق برای مبارزه با حکومت ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'تیمور بختیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%DB%8C%D9%85%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1'}, {'text': 'ساواک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%88%D8%A7%DA%A9'}, {'text': 'عراق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B1%D8%A7%D9%82'}]",27,2
1380,حادثه ۲۷ اردیبهشت یاکوولف یاک-۴۰,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۷ اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%DB%B7_%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}]",27,2
1400,زمین‌لرزه سنخواست,[],27,2
1389,آزادی و بازگشت یکی از قاتلان شاپور بختیار یعنی علی وکیلی‌راد از فرانسه به ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شاپور بختیار', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%BE%D9%88%D8%B1_%D8%A8%D8%AE%D8%AA%DB%8C%D8%A7%D8%B1'}, {'text': 'علی وکیلی\u200cراد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%88%DA%A9%DB%8C%D9%84%DB%8C%E2%80%8C%D8%B1%D8%A7%D8%AF'}, {'text': 'فرانسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87'}]",28,2
1400,حادثه اردیبهشت هواپیمایی زاگرس,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'هواپیمایی زاگرس', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D9%BE%DB%8C%D9%85%D8%A7%DB%8C%DB%8C_%D8%B2%D8%A7%DA%AF%D8%B1%D8%B3'}]",28,2
1401,تیراندازی بنیاد مستضعفان ایلام,[],28,2
1402,رقم خوردن بدترین شکست تاریخ باشگاه فوتبال تراکتور در مقابل باشگاه فوتبال استقلال با نتیجه هفت بر یک,"[{'text': 'باشگاه فوتبال تراکتور', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4%DA%AF%D8%A7%D9%87_%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84_%D8%AA%D8%B1%D8%A7%DA%A9%D8%AA%D9%88%D8%B1'}]",28,2
1330,دولت موقت آمریکا تحت فشار شدید انگلستان اعلام کرد که شرکت‌های نفتی آمریکا در شرایط موجود (اختلاف ایران و انگلستان بر سر نفت) مایل به شرکت در فعالیت‌های نفتی ایران نیستند,"[{'text': 'آمریکا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%A7%D9%84%D8%A7%D8%AA_%D9%85%D8%AA%D8%AD%D8%AF%D9%87_%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7'}, {'text': 'انگلستان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",29,2
1314,تأسیس فرهنگستان ایران به فرمان رضاشاه,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'فرهنگستان ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D9%86%DA%AF%D8%B3%D8%AA%D8%A7%D9%86_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",29,2
1341,آغاز بهره‌برداری از سد سفیدرود,"[{'text': 'سد سفیدرود', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%AF_%D8%B3%D9%81%DB%8C%D8%AF%D8%B1%D9%88%D8%AF'}]",29,2
1351,رقابت ۲۹ اردیبهشت تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در جام ملت‌های آسیا ۱۹۷۲,"[{'text': 'اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۹ اردیبهشت', 'url': 'https://fa.wikipedia.org/wiki/%DB%B9_%D8%A7%D8%B1%D8%AF%DB%8C%D8%A8%D9%87%D8%B4%D8%AA'}]",29,2
1396,عظیم قیچی ساز موفق به فتح لوتسه شد,[],29,2
1302,انتشار نخستین دوره هفته‌نامه توفیق,[],30,2
1403,سانحه سقوط بالگرد در ورزقان,"[{'text': 'سانحه سقوط بالگرد در ورزقان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D8%B3%D9%82%D9%88%D8%B7_%D8%A8%D8%A7%D9%84%DA%AF%D8%B1%D8%AF_%D8%AF%D8%B1_%D9%88%D8%B1%D8%B2%D9%82%D8%A7%D9%86'}]",30,2
969,منعقد شدن عهدنامه فرهاد پاشا در میان دودمان صفوی با امپراتوری عثمانی,"[{'text': 'عهدنامه فرهاد پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7'}]",31,2
1392,وزارت کشور ایران اسامی نامزدهای تأیید صلاحیت شده یازدهمین دوره انتخابات ریاست‌جمهوری ایران را اعلام کرد,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",31,2
1402,انتشار خبر ناپدید شدن فرش‌های کاخ سعدآباد توسط خبرگزاری فارس,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'ناپدید شدن فرش\u200cهای کاخ سعدآباد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D9%BE%D8%AF%DB%8C%D8%AF_%D8%B4%D8%AF%D9%86_%D9%81%D8%B1%D8%B4%E2%80%8C%D9%87%D8%A7%DB%8C_%DA%A9%D8%A7%D8%AE_%D8%B3%D8%B9%D8%AF%D8%A2%D8%A8%D8%A7%D8%AF'}]",31,2
1356,سیل لرستان,[],1,3
1395,انتشار گزارش مذاکره‌های سید روح‌الله خمینی با جیمی کارتر از رسانه بی‌بی‌سی,[],1,3
1397,آغاز اعتصاب سراسری کامیون‌داران در ایران,"[{'text': 'اعتصاب سراسری کامیون\u200cداران در ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%B5%D8%A7%D8%A8_%DB%B1%DB%B3%DB%B9%DB%B7_%DA%A9%D8%A7%D9%85%DB%8C%D9%88%D9%86%E2%80%8C%D8%AF%D8%A7%D8%B1%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1,3
1385,اعتراض گسترده ترک های آذربایجان ایران به کاریکاتور منتشر شده توسط روزنامه ایران,"[{'text': 'آذر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'روز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B2'}]",1,3
1404,اعتصاب کامیون‌داران,[],1,3
419,نبرد دندانقان,"[{'text': 'نبرد دندانقان', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AF%D9%86%D8%AF%D8%A7%D9%86%D9%82%D8%A7%D9%86'}]",2,3
1333,سیل خرمشهر,[],2,3
1376,برگزاری هفتمین انتخابات ریاست‌جمهوری ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2,3
1390,حادثه خمینی‌شهر,"[{'text': 'حادثه خمینی\u200cشهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AF%D8%AB%D9%87_%D8%AE%D9%85%DB%8C%D9%86%DB%8C%E2%80%8C%D8%B4%D9%87%D8%B1'}]",2,3
1400,انفجار در صنایع شیمیایی نارگستر سپاهان,"[{'text': 'انفجار در صنایع شیمیایی نارگستر سپاهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%81%D8%AC%D8%A7%D8%B1_%D8%AF%D8%B1_%D8%B5%D9%86%D8%A7%DB%8C%D8%B9_%D8%B4%DB%8C%D9%85%DB%8C%D8%A7%DB%8C%DB%8C_%D9%86%D8%A7%D8%B1%DA%AF%D8%B3%D8%AA%D8%B1_%D8%B3%D9%BE%D8%A7%D9%87%D8%A7%D9%86'}]",2,3
1401,فروریختن ساختمان متروپل,"[{'text': 'فروریختن ساختمان متروپل', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%DB%8C%D8%AE%D8%AA%D9%86_%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86_%D9%85%D8%AA%D8%B1%D9%88%D9%BE%D9%84'}]",2,3
1401,آغاز اعتراضات خرداد ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",2,3
599,سپاه جبه نویان به دروازه های نیشابور رسید,"[{'text': 'جبه نویان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D8%A8%D9%87_%D9%86%D9%88%DB%8C%D8%A7%D9%86'}]",3,3
1302,زمین‌لرزه کاج‌درخت,[],3,3
1361,آزادسازی خرمشهر,"[{'text': 'آزادسازی خرمشهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%B2%D8%A7%D8%AF%D8%B3%D8%A7%D8%B2%DB%8C_%D8%AE%D8%B1%D9%85%D8%B4%D9%87%D8%B1'}]",3,3
1370,حادثه ۳ خرداد ایلیوشین ایل-۷۶,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",3,3
1384,گشایش موزه هدایای ریاست‌جمهوری خاتمی,"[{'text': 'موزه هدایای ریاست\u200cجمهوری خاتمی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%88%D8%B2%D9%87_%D9%87%D8%AF%D8%A7%DB%8C%D8%A7%DB%8C_%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%E2%80%8C%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%AE%D8%A7%D8%AA%D9%85%DB%8C'}]",3,3
1390,انفجار پالایشگاه نفت آبادان,"[{'text': 'پالایشگاه نفت آبادان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%D9%84%D8%A7%DB%8C%D8%B4%DA%AF%D8%A7%D9%87_%D9%86%D9%81%D8%AA_%D8%A2%D8%A8%D8%A7%D8%AF%D8%A7%D9%86'}]",3,3
1401,حادثه ۳ خرداد فروند چنگدو جی-۷ نهاجا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",3,3
1287,کشف نخستین چاه میدان نفتی مسجد سلیمان,"[{'text': 'میدان نفتی مسجد سلیمان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%AF%D8%A7%D9%86_%D9%86%D9%81%D8%AA%DB%8C_%D9%85%D8%B3%D8%AC%D8%AF_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86'}]",5,3
1229,آغاز شورش بابیان نی‌ریز,"[{'text': 'شورش بابیان نی\u200cریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B1%D8%B4_%D8%A8%D8%A7%D8%A8%DB%8C%D8%A7%D9%86_%D9%86%DB%8C%E2%80%8C%D8%B1%DB%8C%D8%B2'}]",6,3
1367,رقابت ۶ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال هنگ کنگ در مرحله مقدماتی جام جهانی فوتبال ۱۹۹۸ آسیا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",6,3
1393,حادثه ۶ خرداد پرواز آموزشی فروند هواپیمای نهسا,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",6,3
1402,درگیری ایران و افغانستان,[],6,3
1280,امتیازنامه دارسی بین حکومت ایران با ویلیام ناکس دارسی امضا شد,"[{'text': 'امتیازنامه دارسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%AA%DB%8C%D8%A7%D8%B2%D9%86%D8%A7%D9%85%D9%87_%D8%AF%D8%A7%D8%B1%D8%B3%DB%8C'}]",7,3
1337,رقابت ۷ خرداد تیم ملی فوتبال ایران با تیم ملی فوتبال کره جنوبی در بازی‌های آسیایی ۱۹۵۸,"[{'text': 'خرداد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF'}]",7,3
1359,برگزاری نخستین جلسه رسمی دوره نخست مجلس شورای اسلامی‏,"[{'text': 'دوره نخست مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%88%D8%B1%D9%87_%D9%86%D8%AE%D8%B3%D8%AA_%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",7,3
1385,رونمایی رسمی لینوکس شریف در دانشگاه صنعتی شریف,"[{'text': 'لینوکس شریف', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D9%86%D9%88%DA%A9%D8%B3_%D8%B4%D8%B1%DB%8C%D9%81'}]",7,3
1388,بمب‌گذاری زاهدان,[],7,3
