year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english
1383,7,18,عبدالحسین نوایی,نویسنده و تاریخ‌نگار (زاده ۱۳۰۲),"[{'text': 'عبدالحسین نوایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%86%D9%88%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%86%D9%88%D8%A7%DB%8C%DB%8C,2004,10,09,<No English page found>
1383,7,22,محمد عبایی خراسانی,از فعالان نهضت اسلامی ایران، نماینده دور اول مجلس خبرگان رهبری و از شاگردان سید روح‌الله خمینی (زاده ۱۳۱۸),"[{'text': 'محمد عبایی خراسانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D8%A7%DB%8C%DB%8C_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D8%A8%D8%A7%DB%8C%DB%8C_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86%DB%8C,2004,10,13,https://en.wikipedia.org/wiki/Mohammad_Va%27ez_Abaee-Khorasani
1383,8,1,جهانگیر اوشیدری,موبد موبدان زرتشتیان (زاده ۱۲۹۹),"[{'text': 'جهانگیر اوشیدری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D8%A7%D9%88%D8%B4%DB%8C%D8%AF%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%DA%AF%DB%8C%D8%B1_%D8%A7%D9%88%D8%B4%DB%8C%D8%AF%D8%B1%DB%8C,2004,10,22,https://en.wikipedia.org/wiki/Jahangir_Oshidri
1383,8,14,شرف‌الدین خراسانی,فیلسوف، مترجم و شاعر (زاده ۱۳۰۶),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شرف\u200cالدین خراسانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%B1%D9%81%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D8%B1%D9%81%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86%DB%8C,2004,11,04,<No English page found>
1383,9,15,محمود علیقلی,خواننده و مجری رادیو و تلویزیون (زاده ۱۳۳۳),"[{'text': 'محمود علیقلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B9%D9%84%DB%8C%D9%82%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B9%D9%84%DB%8C%D9%82%D9%84%DB%8C,2004,12,05,<No English page found>
1383,9,23,غلامحسین غریب,شاعر، نویسنده و موسیقی دان ایرانی. (زاده ۱۳۰۲),"[{'text': 'غلامحسین غریب', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D9%82%D8%B1%DB%8C%D8%A8'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D9%82%D8%B1%DB%8C%D8%A8,2004,12,13,<No English page found>
1383,9,23,مجتبی کاشانی,شاعر و نویسنده (زاده ۱۳۲۷),"[{'text': 'مجتبی کاشانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D8%AA%D8%A8%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C,2004,12,13,<No English page found>
1383,9,30,رضا نقشینه,دامپزشک (زاده ۱۳۱۳),"[{'text': 'رضا نقشینه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%86%D9%82%D8%B4%DB%8C%D9%86%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D9%86%D9%82%D8%B4%DB%8C%D9%86%D9%87,2004,12,20,<No English page found>
1383,10,11,مسعود حجازی,حقوقدان (زاده ۱۳۰۸),"[{'text': 'مسعود حجازی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D8%AD%D8%AC%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%B9%D9%88%D8%AF_%D8%AD%D8%AC%D8%A7%D8%B2%DB%8C,2004,12,31,<No English page found>
1383,10,12,محمود مشروطه,بازیگر (زاده ۱۲۹۸),"[{'text': 'محمود مشروطه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%85%D8%B4%D8%B1%D9%88%D8%B7%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%85%D8%B4%D8%B1%D9%88%D8%B7%D9%87,2005,01,01,<No English page found>
1383,10,28,نازنین نظام شهیدی,شاعر معاصر ایرانی (زادهٔ ۱۳۳۳),"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'نازنین نظام شهیدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B2%D9%86%DB%8C%D9%86_%D9%86%D8%B8%D8%A7%D9%85_%D8%B4%D9%87%DB%8C%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B2%D9%86%DB%8C%D9%86_%D9%86%D8%B8%D8%A7%D9%85_%D8%B4%D9%87%DB%8C%D8%AF%DB%8C,2005,01,17,<No English page found>
1383,11,22,شهین‌دخت سرلتی,کارآفرین و همسر همایون صنعتی‌زاده (زاده ۱۳۱۲),"[{'text': 'شهین\u200cدخت سرلتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%DB%8C%D9%86%E2%80%8C%D8%AF%D8%AE%D8%AA_%D8%B3%D8%B1%D9%84%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%D9%87%DB%8C%D9%86%E2%80%8C%D8%AF%D8%AE%D8%AA_%D8%B3%D8%B1%D9%84%D8%AA%DB%8C,2005,02,10,<No English page found>
1383,12,8,محمدسعید فاضلی,از علمای اهل سنت منطقه خراسان (زاده ۱۳۳۰),"[{'text': 'محمدسعید فاضلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B3%D8%B9%DB%8C%D8%AF_%D9%81%D8%A7%D8%B6%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B3%D8%B9%DB%8C%D8%AF_%D9%81%D8%A7%D8%B6%D9%84%DB%8C,2005,02,26,<No English page found>
1383,12,18,گاگیک هواکیمیان,سیاست‌مدار و روزنامه‌نگار (زاده ۱۲۹۱),"[{'text': 'گاگیک هواکیمیان', 'url': 'https://fa.wikipedia.org/wiki/%DA%AF%D8%A7%DA%AF%DB%8C%DA%A9_%D9%87%D9%88%D8%A7%DA%A9%DB%8C%D9%85%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%DA%AF%D8%A7%DA%AF%DB%8C%DA%A9_%D9%87%D9%88%D8%A7%DA%A9%DB%8C%D9%85%DB%8C%D8%A7%D9%86,2005,03,08,<No English page found>
1383,12,25,پرویز اتابکی,مترجم و دیپلمات (زاده ۱۳۰۷),"[{'text': 'پرویز اتابکی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%A7%D8%AA%D8%A7%D8%A8%DA%A9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%A7%D8%AA%D8%A7%D8%A8%DA%A9%DB%8C,2005,03,15,<No English page found>
1384,1,13,فضل‌الله اکبری,عضو هیئت علمی و رئیس دانشکده مدیریت دانشگاه تهران (زاده ۱۳۰۰),"[{'text': 'فضل\u200cالله اکبری', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B6%D9%84%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%DA%A9%D8%A8%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B6%D9%84%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%A7%DA%A9%D8%A8%D8%B1%DB%8C,2005,04,02,<No English page found>
1384,1,14,کامران داروغه,نوازنده کمانچه (زاده ۱۳۲۱),"[{'text': 'کامران داروغه', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%D8%B1%D8%A7%D9%86_%D8%AF%D8%A7%D8%B1%D9%88%D8%BA%D9%87'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%85%D8%B1%D8%A7%D9%86_%D8%AF%D8%A7%D8%B1%D9%88%D8%BA%D9%87,2005,04,03,<No English page found>
1384,1,19,اسماعیل نواب صفا,نویسنده، محقق، شاعر و ترانه سرا (زاده ۱۳۰۳),"[{'text': 'اسماعیل نواب صفا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%86%D9%88%D8%A7%D8%A8_%D8%B5%D9%81%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%86%D9%88%D8%A7%D8%A8_%D8%B5%D9%81%D8%A7,2005,04,08,<No English page found>
1384,1,23,شاهرخ مسکوب,محقق، نویسنده و مترجم (زادهٔ ۱۳۰۴),"[{'text': 'شاهرخ مسکوب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D8%B1%D8%AE_%D9%85%D8%B3%DA%A9%D9%88%D8%A8'}]",https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D8%B1%D8%AE_%D9%85%D8%B3%DA%A9%D9%88%D8%A8,2005,04,12,https://en.wikipedia.org/wiki/Shahrokh_Meskoob
1384,1,26,علی زاهدی,بازیگر {بازیگر نقش قوچعلی در مجموعه‌های تلویزیونی صمد} (زاده ۱۳۲۸),"[{'text': 'علی زاهدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C,2005,04,15,<No English page found>
1384,2,4,عزر وایزمن,رئیس‌جمهور اسرائیل (زادهٔ ۱۳۰۳),"[{'text': 'عزر وایزمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%B1_%D9%88%D8%A7%DB%8C%D8%B2%D9%85%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%B2%D8%B1_%D9%88%D8%A7%DB%8C%D8%B2%D9%85%D9%86,2005,04,24,https://en.wikipedia.org/wiki/Ezer_Weizman
1384,2,7,ناصر پیروی,جنگلبان و رئیس اداره منابع مال ماسال {ترور} (زاده ؟),"[{'text': 'ناصر پیروی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%BE%DB%8C%D8%B1%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D9%BE%DB%8C%D8%B1%D9%88%DB%8C,2005,04,27,<No English page found>
1384,3,5,رحیم مؤذن‌زاده اردبیلی,موذن ایرانی (زاده ۱۳۰۴),"[{'text': 'رحیم مؤذن\u200cزاده اردبیلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%DB%8C%D9%85_%D9%85%D8%A4%D8%B0%D9%86%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87_%D8%A7%D8%B1%D8%AF%D8%A8%DB%8C%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%AD%DB%8C%D9%85_%D9%85%D8%A4%D8%B0%D9%86%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87_%D8%A7%D8%B1%D8%AF%D8%A8%DB%8C%D9%84%DB%8C,2005,05,26,https://en.wikipedia.org/wiki/Rahim_Moazenzadeh_Ardabili
1384,3,13,علی شعاعی,تهییه کننده، نویسنده، بازیگر و جانباز (زاده ۱۳۲۷),"[{'text': 'علی شعاعی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B4%D8%B9%D8%A7%D8%B9%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B4%D8%B9%D8%A7%D8%B9%DB%8C,2005,06,03,<No English page found>
1384,4,5,حسن مصطفوی,مولف (زاده ۱۳۳۴),"[{'text': 'حسن مصطفوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%D8%B5%D8%B7%D9%81%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%D8%B5%D8%B7%D9%81%D9%88%DB%8C,2005,06,26,<No English page found>
1384,4,7,مصطفی عالی‌نسب,اقتصاددان، صنعتگر و کارآفرین (زاده ۱۲۹۶),"[{'text': 'مصطفی عالی\u200cنسب', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%B9%D8%A7%D9%84%DB%8C%E2%80%8C%D9%86%D8%B3%D8%A8'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%B9%D8%A7%D9%84%DB%8C%E2%80%8C%D9%86%D8%B3%D8%A8,2005,06,28,<No English page found>
1384,4,12,حسن دانشفر,حافظ شناس، خیام‌شناس و استاد خوشنویسی (زاده ۱۳۰۱),"[{'text': 'حسن دانشفر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%AF%D8%A7%D9%86%D8%B4%D9%81%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%AF%D8%A7%D9%86%D8%B4%D9%81%D8%B1,2005,07,03,<No English page found>
1384,4,19,کاظم شهبازی,فیلمبردار (زاده ۱۳۳۷),"[{'text': 'کاظم شهبازی', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B8%D9%85_%D8%B4%D9%87%D8%A8%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%B8%D9%85_%D8%B4%D9%87%D8%A8%D8%A7%D8%B2%DB%8C,2005,07,10,<No English page found>
1384,4,27,ایرج ملک‌حسین‌پور,بوکسور (زاده ۱۳۲۱),"[{'text': 'ایرج ملک\u200cحسین\u200cپور', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D9%85%D9%84%DA%A9%E2%80%8C%D8%AD%D8%B3%DB%8C%D9%86%E2%80%8C%D9%BE%D9%88%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D9%85%D9%84%DA%A9%E2%80%8C%D8%AD%D8%B3%DB%8C%D9%86%E2%80%8C%D9%BE%D9%88%D8%B1,2005,07,18,<No English page found>
1384,5,15,رابین کوک,سیاست‌مدار انگلیسی (زادهٔ ۱۳۲۵),"[{'text': 'رابین کوک', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%A8%DB%8C%D9%86_%DA%A9%D9%88%DA%A9'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%A8%DB%8C%D9%86_%DA%A9%D9%88%DA%A9,2005,08,06,https://en.wikipedia.org/wiki/Robin_Cook
1384,6,4,محمدجواد فالیزوانیان,موتور سوار (زاده ۱۳۴۸),"[{'text': 'محمدجواد فالیزوانیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D9%81%D8%A7%D9%84%DB%8C%D8%B2%D9%88%D8%A7%D9%86%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D9%81%D8%A7%D9%84%DB%8C%D8%B2%D9%88%D8%A7%D9%86%DB%8C%D8%A7%D9%86,2005,08,26,<No English page found>
1384,6,22,بیتا توکلی,بازیگر خردسال (زاده ۱۳۷۴),"[{'text': 'بیتا توکلی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D8%AA%D8%A7_%D8%AA%D9%88%DA%A9%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D8%AA%D8%A7_%D8%AA%D9%88%DA%A9%D9%84%DB%8C,2005,09,13,<No English page found>
1384,6,27,مرضیه فریقی,خواننده کرد (زاده ۱۳۳۷),"[{'text': 'مرضیه فریقی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%B6%DB%8C%D9%87_%D9%81%D8%B1%DB%8C%D9%82%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%B6%DB%8C%D9%87_%D9%81%D8%B1%DB%8C%D9%82%DB%8C,2005,09,18,https://en.wikipedia.org/wiki/Merziye_Feriqi
1384,7,5,محمدجواد غروی,نویسنده و مجتهد (زاده ۱۲۸۲),"[{'text': 'محمدجواد غروی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%BA%D8%B1%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AC%D9%88%D8%A7%D8%AF_%D8%BA%D8%B1%D9%88%DB%8C,2005,09,27,<No English page found>
1384,7,12,هومان فرزاد,دانشمند و مبتکر طرح متصل کردن دریای خزر به دریای عمان با نام ایران‌رود (زاده ۱۲۹۲),"[{'text': 'هومان فرزاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D9%85%D8%A7%D9%86_%D9%81%D8%B1%D8%B2%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D9%87%D9%88%D9%85%D8%A7%D9%86_%D9%81%D8%B1%D8%B2%D8%A7%D8%AF,2005,10,04,<No English page found>
1384,7,28,پروین پایدار,نویسنده (زاده ۱۳۲۸),"[{'text': 'پروین پایدار', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D9%BE%D8%A7%DB%8C%D8%AF%D8%A7%D8%B1'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D9%BE%D8%A7%DB%8C%D8%AF%D8%A7%D8%B1,2005,10,20,<No English page found>
1384,7,30,فریدون گله,کارگردان و فیلنامه‌نویس (زاده ۱۳۱۹),"[{'text': 'فریدون گله', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%DA%AF%D9%84%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%DA%AF%D9%84%D9%87,2005,10,22,https://en.wikipedia.org/wiki/Fereydun_Gole
1384,8,2,مکرمه قنبری,نقاش (زاده ۱۳۰۷),"[{'text': 'مکرمه قنبری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%DA%A9%D8%B1%D9%85%D9%87_%D9%82%D9%86%D8%A8%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%DA%A9%D8%B1%D9%85%D9%87_%D9%82%D9%86%D8%A8%D8%B1%DB%8C,2005,10,24,https://en.wikipedia.org/wiki/Mokarrameh_Ghanbari
1384,8,6,مصطفی اسکویی,کارگردان تئاتر (زاده ۱۳۰۲),"[{'text': 'مصطفی اسکویی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%A7%D8%B3%DA%A9%D9%88%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%A7%D8%B3%DA%A9%D9%88%DB%8C%DB%8C,2005,10,28,https://en.wikipedia.org/wiki/Mostafa_Oskooyi
1384,9,6,جمال‌الدین مستقیمی,استاد علم آناتومی در ایران (زاده ۱۲۹۴),"[{'text': 'جمال\u200cالدین مستقیمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%B3%D8%AA%D9%82%DB%8C%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D9%85%D8%B3%D8%AA%D9%82%DB%8C%D9%85%DB%8C,2005,11,27,https://en.wikipedia.org/wiki/Jamaluddin_Mostaghimi
1384,9,8,ناصر کارفرسا,فوتبالیست و بنیان‌گذار باشگاه تاج اصفهان (زاده ۱۳۰۲),"[{'text': 'ناصر کارفرسا', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%DA%A9%D8%A7%D8%B1%D9%81%D8%B1%D8%B3%D8%A7'}]",https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%DA%A9%D8%A7%D8%B1%D9%81%D8%B1%D8%B3%D8%A7,2005,11,29,<No English page found>
1384,9,9,سید مهدی چیتی,نقاش و مجسمه ساز (زاده ۱۲۷۸),"[{'text': 'سید مهدی چیتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%87%D8%AF%DB%8C_%DA%86%DB%8C%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D9%87%D8%AF%DB%8C_%DA%86%DB%8C%D8%AA%DB%8C,2005,11,30,<No English page found>
1384,9,16,منوچهر نوذری,هنرمند پیشکسوت (زادهٔ ۱۳۱۵),"[{'text': 'منوچهر نوذری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%86%D9%88%D8%B0%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%86%D9%88%D8%B0%D8%B1%DB%8C,2005,12,07,<No English page found>
1384,10,19,احمد کاظمی,فرمانده نیروی زمینی سپاه پاسداران (زاده ١۳۳٨),"[{'text': 'احمد کاظمی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%DA%A9%D8%A7%D8%B8%D9%85%DB%8C,2006,01,09,https://en.wikipedia.org/wiki/Ahmad_Kazemi
1384,10,19,شهادت غلامرضا یزدانی,از فرماندهان توپخانه و موشکی سپاه پاسداران(زاده ۱۳۴۰),"[{'text': 'غلامرضا یزدانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%DB%8C%D8%B2%D8%AF%D8%A7%D9%86%DB%8C,2006,01,09,<No English page found>
1384,10,20,سراج‌الدین کازرونی,وزیر مسکن و شهرسازی در دوران ریاست جمهوری سید علی خامنه‌ای و اکبر هاشمی رفسنجانی (زاده ۱۳۲۵),"[{'text': 'سراج\u200cالدین کازرونی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D8%A7%D8%AC%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%DA%A9%D8%A7%D8%B2%D8%B1%D9%88%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D8%A7%D8%AC%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%DA%A9%D8%A7%D8%B2%D8%B1%D9%88%D9%86%DB%8C,2006,01,10,<No English page found>
1384,11,2,حبیب‌الله شفیق,سیاستمدار و از بنیان‌گذاران حزب موتلفه اسلامی (زاده ۱۳۱۰),"[{'text': 'حبیب\u200cالله شفیق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B4%D9%81%DB%8C%D9%82'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B4%D9%81%DB%8C%D9%82,2006,01,22,<No English page found>
1384,11,12,محمدرحیم متقی ایروانی,کارآفرین و بنیان‌گذار کفش ملی (زاده ۱۲۹۹),"[{'text': 'محمدرحیم متقی ایروانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%AD%DB%8C%D9%85_%D9%85%D8%AA%D9%82%DB%8C_%D8%A7%DB%8C%D8%B1%D9%88%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%AD%DB%8C%D9%85_%D9%85%D8%AA%D9%82%DB%8C_%D8%A7%DB%8C%D8%B1%D9%88%D8%A7%D9%86%DB%8C,2006,02,01,<No English page found>
1384,11,18,مجید سبزی,فوتبالیست (زاده ۱۳۳۷),"[{'text': 'مجید سبزی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%B3%D8%A8%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AC%DB%8C%D8%AF_%D8%B3%D8%A8%D8%B2%DB%8C,2006,02,07,<No English page found>
1384,11,23,احمد مدنی,سیاستمدار ایرانی. (زاده ۱۳۰۸),"[{'text': 'احمد مدنی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%D8%AF%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%D8%AF%D9%86%DB%8C,2006,02,12,https://en.wikipedia.org/wiki/Ahmad_Madani
