day,month,title,links,year
25.0,11.0,تشکیل کابینهٔ جدید توسط حسن مستوفی‌الممالک. فهرست وزرا: رضاخان سردار سپه وزیر جنگ، ذکاءالملک فروغی وزیر امور خارجه، نصرالملک وزیر مالیه، ادیب‌السلطنه سمیعی وزیر داخله، ممتازالملک وزیر عدلیه، حاج محتشم‌السلطنه وزیر معارف و اوقاف، حاج مخبرالسلطنه هدایت وزیر تجارت و فوائد عامه,"[{'text': 'حسن مستوفی\u200cالممالک', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%D8%B3%D8%AA%D9%88%D9%81%DB%8C%E2%80%8C%D8%A7%D9%84%D9%85%D9%85%D8%A7%D9%84%DA%A9'}, {'text': 'رضاخان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'سردار سپه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}]",1301
29.0,11.0,تصویب قانون اجبار مستخدمین کشوری به استفاده از پارچه‌های ایرانی,[],1301
5.0,12.0,تصویب قانون تشکیل اداره خزانه‌داری کل,[],1301
14.0,12.0,وزارت مالیه بودجه این سال را ۲۰٬۵۹۹٬۷۰۰ تومان اعلام کرد.,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'وزارت مالیه', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%D9%85%D8%A7%D9%84%DB%8C%D9%87'}]",1301
16.0,12.0,اعلام شد که ایران در سال ۱۹۲۲ معادل ۲۲٬۴۴۷٬۰۰۰ بشکه نفت خام صادر کرده و پانصد هزار لیره بابت آن دریافت کرده است.,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'لیره', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%DB%8C%D8%B1%D9%87'}]",1301
21.0,1.0,قانون ثبت اسناد و املاک به تصویب مجلس شورای ملی رسید.,"[{'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1302
2.0,2.0,رضاخان وزیر جنگ به امیر لشکر جنوب دستور داد همهٔ مناطقی که در بلوچستان، بختیاری و سواحل خلیج فارس به خصوص مناطق نفت‌خیز که دولت انگلستان به آنها نظر دارد و تا کنون دولت مرکزی نفوذ کمی روی آنها داشته، باید تحت نفوذ دولت قرار گیرد و از این رو مقداری از نیروهای لشکر مرکز به جنوب فرستاده شدند.,[],1302
30.0,2.0,آغاز انتشار هفته‌نامه فکاهی توفیق,[],1302
31.0,2.0,سر پرسی لورن وزیر مختار بریتانیا طی گزارشی به لرد کرزن وزیر امور خارجه بریتانیا نسبت به قریب‌الوقوع بودن حملهٔ رضاخان سردار سپه به خوزستان و شیخ خزعل که حافظ منافع نفتی انگلستان در آن خطه شده بود، هشدار داد.,"[{'text': 'حمل', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84_(%D8%A7%D8%A8%D9%87%D8%A7%D9%85%E2%80%8C%D8%B2%D8%AF%D8%A7%DB%8C%DB%8C)'}, {'text': 'شیخ خزعل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%AE_%D8%AE%D8%B2%D8%B9%D9%84'}, {'text': 'پرسی لورن', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%B3%DB%8C_%D9%84%D9%88%D8%B1%D9%86'}]",1302
3.0,3.0,زمین لرزه ۱۳۰۲ تربت حیدریه در روستای کاج درخت.,[],1302
24.0,3.0,مشیرالدوله به جای مستوفی‌الممالک مأمور تشکیل کابینه شد. وزرای این کابینه: رضاخان سردار سپه وزیر جنگ و فرمانده کل قوا، مصدق‌السلطنه وزیر امور خارجه، ذکاءالملک فروغی وزیر مالیه، حکیم‌الملک وزیر عدلیه، حکیم‌الدوله وزیر معارف و اوقاف، فهیم‌الدوله وزیر پست و تلگراف، عدل‌الملک دادگر کفیل وزارت فوائد عامه و تجارت، اعتلاءالسلطنه کفیل وزارت داخله,"[{'text': 'مستوفی\u200cالممالک', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%AA%D9%88%D9%81%DB%8C%E2%80%8C%D8%A7%D9%84%D9%85%D9%85%D8%A7%D9%84%DA%A9'}]",1302
31.0,3.0,تصویب قانون استقراض ۵ میلیون دلار از آمریکا و مذاکره برای استقراض ۵ میلیون دلارگر از بانک‌های این کشور در مجلس,[],1302
31.0,3.0,تصویب استخدام لامبر مولیتر (Lambert Molitor) به عنوان رئیس کل گمرکات ایران، دو کارشناس بلژیکی برای اداره پست، ستوان گونار وستداهل برای نظمیه، دکتر ژوزف منار (Joseph Mesnard) فرانسوی به ریاست انستیتو پاستور توسط مجلس شورای ملی,"[{'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1302
31.0,4.0,پیمان لوزان که مرزهای ترکیه امروزی را مشخص می‌کرد میان یونان، بلغارستان وگر کشورهای درگیر در جنگ جهانی اول در سوئیس به امضا رسید و رسماً به عمر امپراتوری عثمانی پایان داد.,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}, {'text': 'جنگ جهانی اول', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%AC%D9%87%D8%A7%D9%86%DB%8C_%D8%A7%D9%88%D9%84'}, {'text': 'پیمان لوزان', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%D9%84%D9%88%D8%B2%D8%A7%D9%86'}]",1302
5.0,5.0,تشکیل جمعیت شیر و خورشید سرخ به همت دکتر امیر خان امیراعلم,"[{'text': 'امیر خان امیراعلم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1_%D8%AE%D8%A7%D9%86_%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D8%B9%D9%84%D9%85'}, {'text': 'جمعیت شیر و خورشید سرخ', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B9%DB%8C%D8%AA_%D8%B4%DB%8C%D8%B1_%D9%88_%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF_%D8%B3%D8%B1%D8%AE_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1302
14.0,6.0,هیئت دولت تصویب کرد که وزارت مالیه املاک اسماعیل شکاک را به عنوان خالصه ضبط نماید.,"[{'text': 'اسماعیل شکاک', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D8%B3%DB%8C%D9%85%DB%8C%D8%AA%D9%82%D9%88'}]",1302
14.0,7.0,نامهٔ وزیر جنگ به سردار عشایر و هشدار در خصوص این که کلانتران کشکولی حق ندارند با کمپانی نفت انگلیس وارد قرارداد شوند.,[],1302
20.0,7.0,ترکیه پایتخت خود را از استانبول به آنکارا تغییر داد.,"[{'text': 'آنکارا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%86%DA%A9%D8%A7%D8%B1%D8%A7'}, {'text': 'استانبول', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%A8%D9%88%D9%84'}, {'text': 'ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}]",1302
23.0,7.0,تاسیس کمپانی والتزنی در بربنک کالیفرنیا,"[{'text': 'کالیفرنیا', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%84%DB%8C%D9%81%D8%B1%D9%86%DB%8C%D8%A7'}]",1302
4.0,8.0,احمدشاه قاجار به دلیل «حساسیت اوضاع مملکت و احتیاج شدید به اصلاحات سیاسی و اقتصادی» رضاخان سردار سپه وزیر جنگ را به ریاست وزرا برگزید.,"[{'text': 'احمدشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF%D8%B4%D8%A7%D9%87'}]",1302
4.0,8.0,احمدشاه برای سومین بار به منظور «معالجه و تغییر آب و هوا» تهران را به مقصد اروپا ترک کرد.,"[{'text': 'احمدشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF%D8%B4%D8%A7%D9%87'}]",1302
6.0,8.0,نخستین کابینه رضاخان سردار سپه: ذکاءالملک فروغی وزیر امور خارجه، مدیرالملک جم وزیر مالیه، معاضدالسلطنه وزیر عدلیه، سلیمان میرزا وزیر معارف و اوقاف، امیرلشکر خدایارخان وزیر پست و تلگراف، حاجی عزالممالک اردلان وزیر فوائد عامه و تجارت، میرزا قاسم‌خان صور اسرافیل کفیل وزارت داخله. رئیس‌الوزرا سرپرستی وزارت جنگ و داخله را به عهده گرفت.,"[{'text': 'قاسم\u200cخان صور اسرافیل', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D8%B3%D9%85%E2%80%8C%D8%AE%D8%A7%D9%86_%D8%B5%D9%88%D8%B1_%D8%A7%D8%B3%D8%B1%D8%A7%D9%81%DB%8C%D9%84'}]",1302
6.0,8.0,با انحلال امپراتوری عثمانی، حکومت جمهوری در ترکیه تأسیس و مصطفی کمال آتاترک رئیس حزب جمهوری‌خواه خلق به ریاست‌جمهوری برگزیده شد.,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}, {'text': 'حزب جمهوری\u200cخواه خلق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B2%D8%A8_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C%E2%80%8C%D8%AE%D9%88%D8%A7%D9%87_%D8%AE%D9%84%D9%82'}, {'text': 'مصطفی کمال آتاترک', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%DA%A9%D9%85%D8%A7%D9%84_%D8%A2%D8%AA%D8%A7%D8%AA%D8%B1%DA%A9'}]",1302
14.0,8.0,دسته‌های چریک به فرماندهی فیض‌محمدخان و کچی‌خان بلوچ به دستور سردار سپه به بلوچستان حمله کرده تا به ۲۵ سال نافرمانی دوست‌محمدخان بلوچ و پدرش بهرام‌خان پایان دهند. در نهایت پس از ۵۵ روز همهٔ نافرمان‌های این منطقه سرکوب شدند.,"[{'text': 'حمل', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84_(%D8%A7%D8%A8%D9%87%D8%A7%D9%85%E2%80%8C%D8%B2%D8%AF%D8%A7%DB%8C%DB%8C)'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]",1302
2.0,10.0,امیرلشکر غرب خبر از فتح تنگه زادشیر در لرستان و ورود به خرم‌آباد داد.,"[{'text': 'خرم\u200cآباد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D9%85%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF'}]",1302
2.0,10.0,امیرلشکر عبدالله امیرطهماسب فرمانده قوایبایجان خبر از فتح قلعهٔ کاظم قوشچی و قتل او به دست نیروهای دولتی داد.,[],1302
22.0,11.0,پنجمین دورهٔ مجلس شورای ملی گشایش یافت.,"[{'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1302
12.0,12.0,اعلان رسمی پایان امپراتوری عثمانی و اخراج خلیفه عبدالمجید دوم از ترکیه,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ترکیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%B1%DA%A9%DB%8C%D9%87'}, {'text': 'عبدالمجید دوم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AC%DB%8C%D8%AF_%D8%AF%D9%88%D9%85'}]",1302
17.0,12.0,وزارت مالیه بودجهٔ سال جاری را ۲۶٬۳۱۸٬۷۰۰ تومان اعلام کرد.,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]",1302
20.0,12.0,رسماً اعلام شد که تولید نفت خام ایران در ۱۹۲۳ معادل ۲۵٬۲۳۱٬۰۰۰ بشکه بوده که درآمد ایران از آن فقط ۴۰۰٬۰۰۰ لیره بوده است.,[],1302
7.0,5.0,طرح استیضاح دولت رضاخان از سوی نمایندگان اقلیت مجلس شورای ملی به رهبری مدرس به شکست انجامید.,"[{'text': 'استیضاح', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AA%DB%8C%D8%B6%D8%A7%D8%AD'}, {'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1303
0.0,7.0,تأسیس شهرداری اردبیل.,"[{'text': 'شهرداری اردبیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%D8%AF%D8%A7%D8%B1%DB%8C_%D8%A7%D8%B1%D8%AF%D8%A8%DB%8C%D9%84'}]",1303
16.0,10.0,بنیانگذاری مؤسسه تحقیقات واکسن و سرم‌سازی رازی.,"[{'text': 'مؤسسه تحقیقات واکسن و سرم\u200cسازی رازی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A4%D8%B3%D8%B3%D9%87_%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA_%D9%88%D8%A7%DA%A9%D8%B3%D9%86_%D9%88_%D8%B3%D8%B1%D9%85%E2%80%8C%D8%B3%D8%A7%D8%B2%DB%8C_%D8%B1%D8%A7%D8%B2%DB%8C'}]",1303
0.0,12.0,تأسیس نیروی هوایی شاهنشاهی ایران به دستور رضا پهلوی.,"[{'text': 'نیروی هوایی شاهنشاهی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D8%B1%D9%88%DB%8C_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1303
14.0,,تأسیس اولین بانک ایرانی به نام بانک سپه,"[{'text': 'بانک سپه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%A9_%D8%B3%D9%BE%D9%87'}]",1304
4.0,,تاجگذاری رضاشاه پهلوی در تهران و تأسیس سلسلهٔ پهلوی در ایران,"[{'text': 'رضاشاه پهلوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}]",1305
0.0,,اردیبهشت - اعلام لغو کاپیتولاسیون در ایران توسط وزارت امور خارجه ایران,"[{'text': 'کاپیتولاسیون', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D9%BE%DB%8C%D8%AA%D9%88%D9%84%D8%A7%D8%B3%DB%8C%D9%88%D9%86'}]",1306
14.0,,تصویب قانون تأسیس بانک ملی ایران در مجلس شورای ملی,"[{'text': 'بانک ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%A9_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1306
16.0,,کناره‌گیری حسن مستوفی (مستوفی‌الممالک) از نخست‌وزیری و انتخاب مهدیقلی هدایت (مخبرالسلطنه) به جای وی,"[{'text': 'حسن مستوفی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%D8%B3%D8%AA%D9%88%D9%81%DB%8C%E2%80%8C%D8%A7%D9%84%D9%85%D9%85%D8%A7%D9%84%DA%A9'}, {'text': 'مهدیقلی هدایت', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C%E2%80%8C%D9%82%D9%84%DB%8C_%D9%87%D8%AF%D8%A7%DB%8C%D8%AA'}]",1306
16.0,,تصویب «قانون ورزش اجباری در مدارس»,"[{'text': 'ورزش', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B1%D8%B2%D8%B4'}]",1306
23.0,,آغاز عملیات ساخت راه‌آهن سراسری ایران,"[{'text': 'راه\u200cآهن سراسری ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D9%87%E2%80%8C%D8%A2%D9%87%D9%86_%D8%B3%D8%B1%D8%A7%D8%B3%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1306
20.0,,آغاز به کار اداره کل احصائیه و سجل احوال,[],1307
20.0,,آغاز به کار بانک ملی ایران,"[{'text': 'بانک ملی ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%86%DA%A9_%D9%85%D9%84%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1307
16.0,,دستگیری و تبعید سید حسن مدرس,"[{'text': 'سید حسن مدرس', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D9%85%D8%AF%D8%B1%D8%B3'}]",1307
28.0,,برکناری امان‌الله شاه و بر تخت نشستن حبیب‌الله کلکانی در کابل,"[{'text': 'امان\u200cالله شاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D8%A7%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B4%D8%A7%D9%87'}, {'text': 'حبیب\u200cالله کلکانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%DA%A9%D9%84%DA%A9%D8%A7%D9%86%DB%8C'}, {'text': 'کابل', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%A8%D9%84'}]",1307
9.0,,با تصویب هیئت دولت، چاپ و تألیف کتاب‌های درسی دوره ابتدایی در انحصار دولت (وزارت آموزش و پرورش ایران) قرار گرفت.,"[{'text': 'وزارت آموزش و پرورش ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%B2%D8%A7%D8%B1%D8%AA_%D8%A2%D9%85%D9%88%D8%B2%D8%B4_%D9%88_%D9%BE%D8%B1%D9%88%D8%B1%D8%B4'}]",1308
0.0,,مهر - افتتاح فاز نخست راه‌آهن سراسری ایران حدفاصل ساری تا بندر شاه (بندر ترکمن امروزی).,"[{'text': 'بندر ترکمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%AF%D8%B1_%D8%AA%D8%B1%DA%A9%D9%85%D9%86'}, {'text': 'راه\u200cآهن سراسری ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D9%87%E2%80%8C%D8%A2%D9%87%D9%86_%D8%B3%D8%B1%D8%A7%D8%B3%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1308
21.0,,تسخیر و تاراج کابل به دست نیروهای نادر خان.,"[{'text': 'کابل', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%A7%D8%A8%D9%84'}]",1308
27.0,,تبدیل «اداره کل طرق و شوارع» به یک وزارتخانه مستقل به نام «وزارت طرق و شوارع» با تصویب مجلس شورای ملی.,"[{'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1308
12.0,,نمایش «آبی و رابی»؛ نخستین فیلم بلند داستانی صامت ایرانی، در سینما مایاک.,"[{'text': 'آبی و رابی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D8%A8%DB%8C_%D9%88_%D8%B1%D8%A7%D8%A8%DB%8C'}]",1309
1.0,,تبدیل واحد پول ایران از قران به ریال.,"[{'text': 'ریال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%DB%8C%D8%A7%D9%84'}, {'text': 'قران', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%B1%D8%A7%D9%86'}]",1311
18.0,,تأسیس دبیرستان فیروز بهرام در تهران.,"[{'text': 'دبیرستان فیروز بهرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A8%DB%8C%D8%B1%D8%B3%D8%AA%D8%A7%D9%86_%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A8%D9%87%D8%B1%D8%A7%D9%85'}]",1311
7.0,,پست خانه ایران در ساختمان تازه ساخت خود در خیابان سپه پیشین آغاز به کار کرد.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خیابان سپه', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86_%D8%B3%D9%BE%D9%87'}]",1312
30.0,,نمایش «دختر لر»؛ نخستین فیلم ناطق ایرانی.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دختر لر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%AE%D8%AA%D8%B1_%D9%84%D8%B1'}]",1312
8.0,,سیل در تبریز.,[],1313
3.0,,تصویب تأسیس کانون جهانگردی و اتومبیلرانی در مجلس شورای ملی.,"[{'text': 'مجلس شورای ملی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D9%85%D9%84%DB%8C'}]",1313
15.0,,تأسیس شرکت سهامی بیمه ایران، به عنوان اولین شرکت بیمه ایرانی,"[{'text': 'بیمه ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%D9%85%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1314
21.0,,واقعه مسجد گوهرشاد,"[{'text': 'واقعه مسجد گوهرشاد', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%82%D8%B9%D9%87_%D9%85%D8%B3%D8%AC%D8%AF_%DA%AF%D9%88%D9%87%D8%B1%D8%B4%D8%A7%D8%AF'}]",1314
0.0,,شهریور-  تغییر نام «دهکرد» به شهرکرد با تصویب فرهنگستان ایران,"[{'text': 'شهرکرد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%87%D8%B1%DA%A9%D8%B1%D8%AF'}, {'text': 'فرهنگستان ایران', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D9%86%DA%AF%D8%B3%D8%AA%D8%A7%D9%86_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1314
17.0,,کشف حجاب، به فرمان رضا شاه به سر کردن چادر و چاقچور ممنوع می‌شود. در این روز رضاشاه به همراه ملکه پهلوی و دختران خود که برای نخستین بار چادر به‌سر نداشتند به دانشسرای دختران می‌روند و برای زنان و دختران ایران سخنرانی می‌کند.,"[{'text': 'رضا شاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'رضاشاه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7%D8%B4%D8%A7%D9%87'}, {'text': 'چادر', 'url': 'https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D8%AF%D8%B1'}, {'text': 'کشف حجاب', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B4%D9%81_%D8%AD%D8%AC%D8%A7%D8%A8_%D8%AF%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",1314
7.0,,دولت ایران در پاسخ به اخطاریه ۱۳ روز پیش بریتانیا و شوروی که اتباع آلمانی باید اخراج شوند گفت جای نگرانی نداشته باشند.,"[{'text': 'بریتانیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%B1%DB%8C%D8%AA%D8%A7%D9%86%DB%8C%D8%A7'}, {'text': 'شوروی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%AC%D9%85%D8%A7%D9%87%DB%8C%D8%B1_%D8%B4%D9%88%D8%B1%D9%88%DB%8C'}]",1320
0.0,,۶ تا ۹ - برگزاری کنفرانس تهران با شرکت چرچیل، روزولت و استالین,"[{'text': 'استالین', 'url': 'https://fa.wikipedia.org/wiki/%DA%98%D9%88%D8%B2%D9%81_%D8%A7%D8%B3%D8%AA%D8%A7%D9%84%DB%8C%D9%86'}, {'text': 'روزولت', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%DA%A9%D9%84%DB%8C%D9%86_%D8%AF%D9%84%D8%A7%D9%86%D9%88_%D8%B1%D9%88%D8%B2%D9%88%D9%84%D8%AA'}, {'text': 'چرچیل', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D9%86%D8%B3%D8%AA%D9%88%D9%86_%DA%86%D8%B1%DA%86%DB%8C%D9%84'}, {'text': 'کنفرانس تهران', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%86%D9%81%D8%B1%D8%A7%D9%86%D8%B3_%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}]",1322
4.0,,لندن - ویشینسکی معاون کمیسر امور خارجه شوروی هر نوع دخالت را در اوضاع داخلی ایران انکار می‌کند.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'شوروی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF_%D8%AC%D9%85%D8%A7%D9%87%DB%8C%D8%B1_%D8%B4%D9%88%D8%B1%D9%88%DB%8C'}, {'text': 'لندن', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D9%86%D8%AF%D9%86'}]",1324
